name,fight_record,nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.,timestamp
Frank Mir,18-11-0,,"6'3""",264lbs.,"79""",Southpaw,"May24,1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0,2023-09-20 21:50:56.958211
Juan Miranda,7-5-0,,--,155lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Mario Miranda,14-7-0,,"6'3""",185lbs.,"74""",Orthodox,"Jul12,1979",1.96,54%,2.46,36%,1.02,60%,54%,0.0,2023-09-20 21:50:56.958211
Vitor Miranda,12-5-0,Lex Luthor,"6'1""",185lbs.,"77""",Orthodox,"Mar10,1979",2.98,45%,2.95,58%,0.95,55%,50%,0.2,2023-09-20 21:50:56.958211
Gabriel Miranda,17-6-0,Fly,"5'11""",145lbs.,"71""",Orthodox,"Mar25,1990",3.52,51%,6.88,39%,4.8,40%,0%,2.4,2023-09-20 21:50:56.958211
Damir Mirenic,9-4-0,Wolf,"6'0""",185lbs.,--,Orthodox,"Aug02,1974",0.84,50%,9.86,35%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Kazuo Misaki,25-11-2 (1 NC),Hitman,"5'8""",183lbs.,--,Orthodox,"Apr25,1976",2.85,40%,2.74,63%,0.72,38%,51%,0.6,2023-09-20 21:50:56.958211
Toby Misech,9-5-0,2 Quick,"5'8""",145lbs.,--,Southpaw,"Mar07,1988",3.27,40%,7.73,46%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Dokonjonosuke Mishima,21-7-2,,"5'7""",155lbs.,--,Southpaw,"Apr19,1972",1.06,41%,1.22,52%,2.47,40%,25%,1.4,2023-09-20 21:50:56.958211
Felix Lee Mitchell,2-7-0,,--,--,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
David Mitchell,22-7-0,Daudi,"6'0""",170lbs.,"75""",Orthodox,"Oct24,1979",1.74,32%,2.06,55%,0.66,50%,29%,2.0,2023-09-20 21:50:56.958211
Danny Mitchell,19-9-1,The Cheesecake Assassin,"6'2""",170lbs.,--,Orthodox,"Aug08,1986",2.53,49%,2.53,52%,0.0,0%,100%,3.0,2023-09-20 21:50:56.958211
Brad Mitchell,4-2-0 (1 NC),,"5'11""",145lbs.,--,,"Oct10,1974",1.15,33%,4.2,52%,0.0,0%,100%,1.9,2023-09-20 21:50:56.958211
Clay Mitchell,1-2-0,,"6'2""",185lbs.,--,,--,1.63,85%,0.0,0%,0.0,0%,100%,4.1,2023-09-20 21:50:56.958211
Bryce Mitchell,15-2-0,Thug Nasty,"5'10""",145lbs.,"70""",Southpaw,"Oct04,1994",2.48,59%,1.71,57%,3.26,44%,33%,1.7,2023-09-20 21:50:56.958211
Maurice Mitchell,11-2-0,The AK Kid,"5'9""",145lbs.,--,Orthodox,"Jun29,1987",3.8,55%,3.54,60%,0.0,0%,100%,0.0,2023-09-20 21:50:56.958211
Terrence Mitchell,14-4-0,,"5'10""",135lbs.,"74""",Orthodox,"Dec30,1989",2.21,34%,8.85,41%,3.69,50%,0%,0.0,2023-09-20 21:50:56.958211
Roman Mitichyan,8-3-0,,"5'10""",170lbs.,--,Orthodox,"Sep04,1978",0.26,16%,2.7,43%,1.93,100%,25%,1.9,2023-09-20 21:50:56.958211
Matt Mitrione,12-5-0,,"6'3""",265lbs.,"82""",Switch,"Jul15,1978",3.55,50%,2.79,64%,0.0,0%,55%,0.7,2023-09-20 21:50:56.958211
Eiji Mitsuoka,18-9-2,,"5'7""",145lbs.,--,Southpaw,"Jan01,1976",1.49,49%,2.26,45%,2.3,36%,20%,1.6,2023-09-20 21:50:56.958211
Hiromitsu Miura,12-7-0,,"5'9""",170lbs.,"71""",Orthodox,"Sep22,1981",2.12,34%,2.12,58%,2.23,50%,69%,0.6,2023-09-20 21:50:56.958211
Jonathan  Mix,7-4-0,,"6'0""",168lbs.,--,,"Nov09,1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Tomoya Miyashita,17-9-7,,"5'7""",139lbs.,--,Southpaw,--,1.67,65%,0.93,33%,4.0,80%,0%,2.0,2023-09-20 21:50:56.958211
Kazuyuki Miyata,15-9-0,,"5'8""",139lbs.,--,Orthodox,--,2.04,52%,1.82,63%,4.31,46%,68%,0.0,2023-09-20 21:50:56.958211
Motoki Miyazawa,7-3-0,,"5'11""",168lbs.,--,Southpaw,--,1.23,28%,3.91,61%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Takeya Mizugaki,21-11-2,,"5'7""",135lbs.,"69""",Orthodox,"Dec16,1983",3.37,37%,3.27,57%,1.46,57%,70%,0.1,2023-09-20 21:50:56.958211
Mizuki,14-6-0,,"5'3""",115lbs.,"65""",Orthodox,"Aug19,1994",5.0,50%,6.87,48%,0.0,0%,66%,0.0,2023-09-20 21:50:56.958211
Tatsuya Mizuno,16-12-1,,"6'1""",205lbs.,--,Southpaw,"Jun02,1981",2.25,37%,3.52,53%,1.19,25%,40%,3.6,2023-09-20 21:50:56.958211
Roxanne Modafferi,25-21-0,The Happy Warrior,"5'7""",125lbs.,"69""",Orthodox,"Sep24,1982",3.35,30%,5.7,51%,1.35,23%,30%,0.1,2023-09-20 21:50:56.958211
Bobby Moffett,13-5-0 (1 NC),The Wolfman,"5'10""",145lbs.,"73""",Orthodox,"Jun01,1990",3.41,39%,3.15,61%,2.74,66%,66%,1.4,2023-09-20 21:50:56.958211
Bronson Mohika,1-1-0,,--,135lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Nate Mohr,9-7-0,,"5'9""",155lbs.,"72""",Orthodox,"Mar03,1983",3.79,41%,2.5,74%,0.45,50%,71%,0.0,2023-09-20 21:50:56.958211
Renato Moicano,17-5-1,,"5'11""",155lbs.,"72""",Orthodox,"May21,1989",4.75,47%,4.07,60%,1.66,46%,74%,0.7,2023-09-20 21:50:56.958211
Thiago Moises,17-7-0,,"5'9""",155lbs.,"70""",Orthodox,"Mar23,1995",2.47,39%,4.4,54%,1.53,40%,56%,1.3,2023-09-20 21:50:56.958211
Muhammad Mokaev,10-0-0 (1 NC),The Punisher,"5'7""",125lbs.,"70""",Orthodox,"Jul30,2000",1.14,54%,0.87,61%,7.34,53%,0%,1.3,2023-09-20 21:50:56.958211
Ashkan Mokhtarian,13-3-0,The Assassin,"5'6""",125lbs.,"67""",Southpaw,"Sep15,1985",1.95,43%,3.66,43%,0.54,16%,33%,0.0,2023-09-20 21:50:56.958211
Suman Mokhtarian,8-5-0,,"5'8""",145lbs.,"72""",Orthodox,"Jun13,1992",2.21,43%,6.85,48%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Dan Molina,13-9-0,,"5'10""",216lbs.,--,,"Jun14,1984",0.0,0%,5.58,60%,0.0,0%,0%,20.9,2023-09-20 21:50:56.958211
Jeff Molina,11-2-0,El Jefe,"5'6""",125lbs.,"69""",Orthodox,"Jul17,1997",7.25,48%,5.04,55%,0.0,0%,66%,0.0,2023-09-20 21:50:56.958211
Rudyard Moncayo,0-3-0,,"5'10""",195lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Hidetaka Monma,18-11-4,,"6'0""",168lbs.,--,Orthodox,"Oct23,1973",1.67,25%,9.76,34%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Jeff Monson,60-26-1,The Snowman,"5'9""",247lbs.,"74""",Orthodox,"Jan18,1971",0.97,30%,2.87,59%,1.06,12%,66%,0.7,2023-09-20 21:50:56.958211
Darrell Montague,13-5-0,Mongoose,"5'6""",125lbs.,"67""",Southpaw,"Nov03,1987",1.92,25%,5.38,52%,0.72,25%,33%,1.4,2023-09-20 21:50:56.958211
Andrew Montanez,9-12-1,,--,185lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Augusto Montano,15-3-0,Dodger,"6'1""",170lbs.,"73""",Orthodox,"Oct25,1984",3.46,46%,2.66,56%,0.0,0%,66%,0.0,2023-09-20 21:50:56.958211
Erick Montano,7-5-0,Perry,"6'0""",170lbs.,"73""",Orthodox,"Nov19,1985",2.79,44%,2.06,64%,2.29,36%,66%,0.0,2023-09-20 21:50:56.958211
Nicco Montano,5-3-0,,"5'5""",135lbs.,"65""",Southpaw,"Dec16,1988",5.6,41%,4.43,64%,2.25,54%,69%,0.4,2023-09-20 21:50:56.958211
Alberto Montes,4-0-0,The Promise,"5'7""",135lbs.,--,,"May31,1994",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Steve Montgomery,9-5-0,The Creepy Weasel,"6'4""",185lbs.,--,Southpaw,"Dec19,1990",4.85,39%,4.12,47%,0.0,0%,64%,0.0,2023-09-20 21:50:56.958211
James Moontasri,9-5-0,Moon Walker,"5'10""",170lbs.,"71""",Switch,"Apr10,1988",2.39,48%,3.86,40%,0.0,0%,79%,0.2,2023-09-20 21:50:56.958211
Homer Moore,26-9-2,The Rock,"5'10""",205lbs.,--,Orthodox,"Nov27,1971",0.68,50%,0.68,0%,5.07,66%,0%,0.0,2023-09-20 21:50:56.958211
Todd Moore,16-7-0,,"5'9""",170lbs.,"71""",Southpaw,"Dec30,1983",1.83,26%,2.3,57%,0.78,14%,54%,0.0,2023-09-20 21:50:56.958211
Nate Moore,8-4-0,,"6'0""",170lbs.,--,,--,2.21,25%,2.87,42%,1.23,16%,25%,0.0,2023-09-20 21:50:56.958211
Dustin Moore,0-2-0,,"5'4""",125lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Taylor Moore,10-5-0,,"5'10""",135lbs.,"70""",Southpaw,"Oct16,1993",0.2,75%,2.07,42%,0.0,0%,25%,0.0,2023-09-20 21:50:56.958211
Sergio Moraes,14-6-1,The Panther,"6'0""",170lbs.,"72""",Orthodox,"Jul23,1982",2.42,42%,3.73,59%,1.2,38%,75%,0.4,2023-09-20 21:50:56.958211
Marlon Moraes,23-10-1,Magic,"5'6""",135lbs.,"67""",Orthodox,"Apr26,1988",3.37,40%,4.53,54%,0.87,41%,46%,0.3,2023-09-20 21:50:56.958211
Sheymon Moraes,11-4-0,,"5'8""",145lbs.,"72""",Orthodox,"Oct11,1990",3.0,42%,3.64,63%,0.0,0%,53%,0.0,2023-09-20 21:50:56.958211
John Moraga,19-7-0,,"5'6""",125lbs.,"66""",Orthodox,"Mar20,1984",2.57,43%,2.55,56%,0.62,23%,44%,1.1,2023-09-20 21:50:56.958211
Ricardo Morais,10-4-1,The Mutant,"6'8""",270lbs.,--,Orthodox,"Feb26,1967",2.86,37%,2.39,53%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Leonardo Morales,6-2-0,Chimy,"5'8""",135lbs.,--,Southpaw,"Dec22,1992",2.05,47%,2.05,58%,0.0,0%,62%,0.0,2023-09-20 21:50:56.958211
Albert Morales,7-4-1,The Warrior,"5'9""",135lbs.,"72""",Orthodox,"May25,1991",3.81,35%,3.96,56%,0.91,35%,70%,0.2,2023-09-20 21:50:56.958211
Joseph Morales,9-2-0,,"5'6""",125lbs.,"69""",Switch,"Aug22,1994",1.58,37%,1.72,60%,0.53,50%,23%,2.6,2023-09-20 21:50:56.958211
Vince Morales,11-7-0,Vandetta,"5'9""",135lbs.,"70""",Orthodox,"Nov12,1990",4.17,37%,4.24,53%,0.14,25%,64%,0.0,2023-09-20 21:50:56.958211
Omar Morales,11-4-0,Venezuelan Fighter,"5'11""",155lbs.,"73""",Orthodox,"Oct17,1985",3.42,40%,3.18,58%,0.46,100%,63%,0.0,2023-09-20 21:50:56.958211
Michael Morales,15-0-0,,"6'0""",170lbs.,"79""",Orthodox,"Jun24,1999",5.17,48%,3.54,48%,1.66,45%,91%,0.0,2023-09-20 21:50:56.958211
Sarah Moras,6-8-0,Cheesecake,"5'7""",135lbs.,"67""",Orthodox,"Apr30,1988",2.28,34%,3.58,50%,0.67,21%,33%,0.8,2023-09-20 21:50:56.958211
Christian Morecraft,8-3-0,,"6'6""",260lbs.,"81""",Orthodox,"Sep08,1986",2.82,34%,2.46,46%,3.26,66%,50%,2.2,2023-09-20 21:50:56.958211
Joe Moreira,2-2-0,,"5'11""",195lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Richardson Moreira,7-4-0,Rick Monstro,"6'2""",185lbs.,--,Orthodox,"Mar31,1984",1.17,28%,1.83,67%,0.0,0%,100%,0.0,2023-09-20 21:50:56.958211
Gisele Moreira,8-3-0,,"5'6""",135lbs.,--,Orthodox,"Jan14,1981",5.93,42%,6.33,48%,4.0,57%,0%,0.0,2023-09-20 21:50:56.958211
Vinicius Moreira,9-5-0,Mamute,"6'4""",205lbs.,"76""",Orthodox,"Feb28,1989",3.15,59%,5.07,43%,1.97,18%,0%,1.3,2023-09-20 21:50:56.958211
Jesse Moreng,9-1-0,Arturo,"5'7""",145lbs.,--,Orthodox,"Nov09,1979",1.26,40%,2.08,48%,5.56,100%,100%,0.0,2023-09-20 21:50:56.958211
Brandon Moreno,21-7-2,The Assassin Baby,"5'7""",125lbs.,"70""",Orthodox,"Dec07,1993",3.8,43%,3.4,56%,1.73,45%,64%,0.5,2023-09-20 21:50:56.958211
Mike Moreno,6-5-0,El Palo Duro,"6'0""",185lbs.,--,,--,1.27,51%,1.07,58%,0.0,0%,44%,0.0,2023-09-20 21:50:56.958211
Dan Moret,13-6-0,The Hitman,"6'0""",155lbs.,"73""",Southpaw,"Nov21,1986",2.67,43%,3.56,43%,1.25,27%,45%,0.4,2023-09-20 21:50:56.958211
Sammy Morgan,18-12-0,The Squeeze,"5'10""",170lbs.,--,Orthodox,"Sep28,1981",1.05,22%,3.74,40%,1.43,20%,0%,0.5,2023-09-20 21:50:56.958211
Peggy Morgan,4-4-0,The Daywalker,"6'1""",135lbs.,--,,"Dec16,1979",2.27,23%,8.2,33%,0.0,0%,50%,0.0,2023-09-20 21:50:56.958211
Alexander Morgan,11-5-0,The Chess Master,"5'10""",145lbs.,"71""",Orthodox,"May14,1991",3.71,44%,2.78,47%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Alex Morono,23-8-0 (1 NC),The Great White,"5'11""",170lbs.,"72""",Orthodox,"Aug16,1990",5.2,42%,4.14,57%,0.29,20%,50%,0.4,2023-09-20 21:50:56.958211
Maryna Moroz,11-5-0,Iron Lady,"5'7""",125lbs.,"67""",Orthodox,"Sep08,1991",4.15,31%,4.42,53%,0.67,22%,45%,0.7,2023-09-20 21:50:56.958211
Sergey Morozov,19-5-0,,"5'6""",135lbs.,"67""",Orthodox,"Jun14,1989",3.01,43%,2.97,61%,3.63,31%,68%,0.0,2023-09-20 21:50:56.958211
Brad Morris,10-6-0,,"6'2""",205lbs.,--,Orthodox,"Nov01,1979",0.5,62%,6.95,27%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Scott Morris,2-1-0,,"5'10""",210lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Anthony Morrison,20-12-0 (1 NC),Cheesesteak,"5'7""",145lbs.,--,Orthodox,"Mar29,1984",1.7,33%,0.49,80%,0.0,0%,50%,0.0,2023-09-20 21:50:56.958211
Jack Morrison,0-3-0,,"5'11""",205lbs.,--,,--,0.0,0%,19.31,40%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Harry Moskowitz,6-12-0,Dirty,"6'5""",275lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Carlos Mota,8-2-0,Tizil,"5'4""",125lbs.,"69""",Orthodox,"Apr15,1995",0.8,41%,1.13,54%,0.0,0%,50%,1.0,2023-09-20 21:50:56.958211
Juan Mott,3-4-0,,"6'0""",190lbs.,--,Switch,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Nikolas Motta,13-5-0,Iron,"5'9""",155lbs.,"70""",Orthodox,"Feb08,1993",3.4,34%,4.71,58%,0.0,0%,100%,0.0,2023-09-20 21:50:56.958211
Flavio Luiz Moura,19-7-0,,"5'11""",183lbs.,--,OpenStance,--,0.67,16%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Eduarda Moura,9-0-0,Ronda,"5'6""",115lbs.,"67""",Orthodox,"Feb28,1994",1.5,37%,0.0,100%,3.75,100%,0%,3.8,2023-09-20 21:50:56.958211
Gegard Mousasi,42-6-2,,"6'2""",185lbs.,"76""",Orthodox,"Aug01,1985",3.75,50%,1.21,68%,1.59,60%,59%,1.1,2023-09-20 21:50:56.958211
Kris Moutinho,9-6-0,,"5'7""",135lbs.,"68""",Southpaw,"Aug09,1992",4.86,32%,15.48,28%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Kin Moy,8-3-0,Kong,"5'5""",135lbs.,--,,--,2.3,33%,1.93,62%,1.67,42%,50%,1.7,2023-09-20 21:50:56.958211
Jamie Moyle,4-3-0,,"5'1""",115lbs.,"65""",Orthodox,"Mar17,1989",4.51,51%,4.0,65%,1.0,21%,50%,0.0,2023-09-20 21:50:56.958211
Askar Mozharov,19-13-0,,"6'3""",205lbs.,"74""",Orthodox,"Oct26,1994",0.43,18%,4.07,13%,0.0,0%,33%,0.0,2023-09-20 21:50:56.958211
Garrett Mueller,3-3-0,,"5'9""",135lbs.,--,,"Jan29,1989",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Lauren Mueller,5-3-0,Princess Tiger,"5'5""",125lbs.,"67""",Orthodox,"Nov15,1991",4.08,41%,3.77,58%,0.7,50%,71%,0.0,2023-09-20 21:50:56.958211
Belal Muhammad,23-3-0 (1 NC),Remember the Name,"5'11""",170lbs.,"72""",Orthodox,"Jul09,1988",4.55,43%,3.64,57%,1.98,35%,93%,0.2,2023-09-20 21:50:56.958211
Fazlo Mulabitinovic,4-2-0,,--,135lbs.,--,,--,0.54,16%,0.0,100%,0.0,0%,0%,8.0,2023-09-20 21:50:56.958211
Quinn Mulhern,18-4-0,,"6'3""",155lbs.,--,Orthodox,"Sep20,1984",1.48,28%,2.09,51%,1.36,20%,33%,0.0,2023-09-20 21:50:56.958211
James Mulheron,11-2-0,,"5'10""",243lbs.,"73""",Orthodox,"Feb20,1988",2.4,31%,3.47,42%,0.0,0%,25%,0.0,2023-09-20 21:50:56.958211
Jamie Mullarkey,17-6-0,,"6'0""",155lbs.,"74""",Orthodox,"Aug17,1994",4.46,47%,4.41,54%,2.46,34%,76%,0.1,2023-09-20 21:50:56.958211
Jim Mullen,0-2-0,,"6'1""",215lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Pedro Munhoz,20-8-0 (2 NC),The Young Punisher,"5'6""",135lbs.,"65""",Orthodox,"Sep07,1986",5.45,43%,6.14,56%,0.47,19%,82%,0.5,2023-09-20 21:50:56.958211
Andre Muniz,23-6-0,Sergipano,"6'1""",185lbs.,"78""",Southpaw,"Feb17,1990",2.17,50%,2.03,53%,2.97,40%,35%,1.5,2023-09-20 21:50:56.958211
Mark Munoz,14-6-0,The Filipino Wrecking Machine,"6'0""",185lbs.,"71""",Orthodox,"Feb09,1978",3.12,51%,2.26,57%,3.17,29%,57%,0.6,2023-09-20 21:50:56.958211
Alexander Munoz,7-2-0,,"5'9""",155lbs.,"72""",Switch,"Feb27,1990",3.7,42%,4.73,55%,3.0,40%,100%,0.0,2023-09-20 21:50:56.958211
Johnny Munoz,12-3-0,Kid Kvenbo,"5'9""",135lbs.,"71""",Orthodox,"Feb16,1993",3.0,38%,2.59,59%,1.95,21%,42%,1.4,2023-09-20 21:50:56.958211
Andy Murad,15-2-0,The Tooth Fairy,"5'9""",185lbs.,--,,--,2.6,76%,2.87,32%,1.0,20%,42%,0.0,2023-09-20 21:50:56.958211
Olivier Murad,6-0-0,Warrior of God,"5'10""",145lbs.,"72""",Southpaw,"Dec21,1993",2.6,36%,2.2,61%,1.0,100%,55%,0.0,2023-09-20 21:50:56.958211
Makhmud Muradov,26-8-0,,"6'2""",185lbs.,"75""",Orthodox,"Feb08,1990",4.21,43%,2.56,61%,3.04,66%,77%,0.2,2023-09-20 21:50:56.958211
Kazunari Murakami,5-5-0,,"6'1""",220lbs.,--,Orthodox,"Nov29,1973",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Ryuichi Murata,8-3-1,,"5'8""",183lbs.,--,Orthodox,--,0.84,36%,1.89,50%,4.74,50%,100%,3.2,2023-09-20 21:50:56.958211
Kanako Murata,12-2-0,,"5'1""",115lbs.,"62""",Orthodox,"Aug10,1993",2.08,59%,2.6,53%,2.4,40%,0%,1.2,2023-09-20 21:50:56.958211
Ailiya Muratbek,9-2-0,,--,155lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Vince Murdock,12-4-0 (1 NC),,"5'6""",145lbs.,"64""",Orthodox,"Mar21,1991",1.21,21%,7.17,40%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Samandar Murodov,8-0-0,,"6'1""",170lbs.,"75""",Orthodox,"Aug28,1999",3.41,80%,0.8,0%,3.01,100%,0%,3.0,2023-09-20 21:50:56.958211
Tom Murphy,8-0-0,,"6'2""",227lbs.,--,Southpaw,"Nov19,1974",2.5,71%,0.17,84%,7.51,85%,0%,2.5,2023-09-20 21:50:56.958211
Ian Murphy,1-1-0,,"6'1""",185lbs.,--,Orthodox,"Jun14,1985",0.0,0%,1.93,30%,4.13,100%,0%,0.0,2023-09-20 21:50:56.958211
Jon Murphy,6-4-0,Man of Faith,"6'3""",260lbs.,--,Orthodox,"Aug09,1977",3.93,66%,8.85,43%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Lauren Murphy,16-6-0,Lucky,"5'5""",125lbs.,"67""",Orthodox,"Jul27,1983",4.05,39%,5.25,55%,1.03,25%,69%,0.1,2023-09-20 21:50:56.958211
Patrick Murphy,5-3-0,,"6'0""",170lbs.,--,,--,3.4,66%,0.8,42%,0.0,0%,50%,1.0,2023-09-20 21:50:56.958211
Lerone Murphy,13-0-1,The Miracle,"5'9""",145lbs.,"73""",Orthodox,"Jul22,1991",3.65,50%,2.4,56%,1.29,46%,46%,0.9,2023-09-20 21:50:56.958211
Lee Murray,8-2-1 (1 NC),Lightning,"6'3""",185lbs.,--,Orthodox,"Sep12,1977",0.36,15%,3.28,32%,0.9,100%,42%,1.8,2023-09-20 21:50:56.958211
Jesse Murray,8-4-0,Hollywood,"6'3""",205lbs.,"78""",Orthodox,"Jan26,1993",2.38,28%,7.72,43%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Khalid Murtazaliev,14-2-0,,"6'0""",185lbs.,"76""",Orthodox,"Jul15,1993",4.8,69%,0.4,78%,7.5,100%,33%,0.0,2023-09-20 21:50:56.958211
Azamat Murzakanov,13-0-0,The Professional,"5'10""",205lbs.,"71""",Southpaw,"Apr12,1989",4.57,57%,3.12,57%,0.75,16%,83%,0.0,2023-09-20 21:50:56.958211
Nicholas Musoke,13-5-0 (1 NC),Nico,"6'0""",170lbs.,"75""",Orthodox,"Apr05,1986",3.56,35%,3.8,57%,1.16,19%,82%,0.2,2023-09-20 21:50:56.958211
Andre Mussi,11-5-0,,"6'3""",242lbs.,--,Orthodox,--,0.0,0%,10.59,35%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Magomed Mustafaev,14-4-0,The Sniper,"5'8""",155lbs.,"71""",Orthodox,"Aug02,1988",2.59,58%,2.68,41%,3.31,50%,23%,0.4,2023-09-20 21:50:56.958211
Max Mustaki,6-3-0,,"6'0""",155lbs.,--,Orthodox,"Nov07,1987",8.2,50%,13.0,45%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Elvis Mutapcic,15-6-1,The King,"6'0""",185lbs.,"72""",Orthodox,"Jul19,1986",3.41,40%,4.27,38%,0.0,0%,81%,0.0,2023-09-20 21:50:56.958211
Fiona Muxlow,6-3-0,,"5'4""",145lbs.,--,,"May13,1977",1.44,27%,5.45,34%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Ho Bae Myeon,13-5-1,,"5'11""",168lbs.,--,Orthodox,--,3.16,16%,3.16,83%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Katsuhiko Nagata,6-7-3,,"5'7""",154lbs.,--,Southpaw,"Oct31,1973",1.05,19%,1.5,63%,0.98,28%,28%,0.0,2023-09-20 21:50:56.958211
Yuji Nagata,0-2-0,,"6'0""",225lbs.,--,Orthodox,"Apr24,1968",1.45,40%,14.46,4%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Greg Nagy,1-3-0,,"6'1""",210lbs.,--,Orthodox,"Oct18,1983",0.41,50%,2.69,37%,0.0,0%,0%,1.2,2023-09-20 21:50:56.958211
Logan Nail,1-1-0,,--,185lbs.,--,,"Jun20,1989",1.93,51%,2.27,39%,0.0,0%,37%,0.0,2023-09-20 21:50:56.958211
Muhammad Naimov,9-2-0,Hillman,"5'9""",155lbs.,"70""",Orthodox,"Aug07,1994",3.48,40%,5.53,44%,0.0,0%,50%,0.0,2023-09-20 21:50:56.958211
Yukiya Naito,15-6-2,,"6'1""",205lbs.,--,Orthodox,--,1.54,33%,5.13,60%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Andrews Nakahara,5-4-2,,"6'1""",185lbs.,--,Orthodox,"Mar12,1983",2.68,44%,1.9,57%,0.0,0%,72%,0.4,2023-09-20 21:50:56.958211
Rin Nakai,19-2-1,,"5'1""",135lbs.,--,Orthodox,"Oct22,1986",1.57,33%,3.9,60%,3.0,18%,75%,0.5,2023-09-20 21:50:56.958211
Kazuhiro Nakamura,21-13-0,Kaz,"5'11""",205lbs.,"70""",Orthodox,"Jul16,1979",1.56,37%,1.83,59%,1.73,36%,42%,0.6,2023-09-20 21:50:56.958211
Keita Nakamura,34-10-2 (1 NC),K-Taro,"5'11""",170lbs.,"73""",Southpaw,"May22,1984",2.23,36%,3.2,58%,1.65,48%,63%,0.3,2023-09-20 21:50:56.958211
Daisuke Nakamura,28-19-1,,"5'7""",154lbs.,--,Orthodox,"Jun10,1980",0.94,30%,1.38,61%,0.46,40%,30%,3.6,2023-09-20 21:50:56.958211
Yusaku Nakamura,14-4-1,,"5'5""",145lbs.,--,,"Jun21,1986",1.72,45%,3.67,55%,0.0,0%,83%,0.0,2023-09-20 21:50:56.958211
Rinya Nakamura,8-0-0,Hybred,"5'7""",135lbs.,"68""",Southpaw,"Mar23,1995",4.23,54%,1.78,70%,4.23,85%,100%,2.8,2023-09-20 21:50:56.958211
Jutaro Nakao,25-19-4,,"5'9""",170lbs.,--,Southpaw,"Nov30,1970",0.53,38%,1.06,44%,0.38,50%,56%,0.0,2023-09-20 21:50:56.958211
Yoshihiro Nakao,9-3-0 (2 NC),Kiss,"6'0""",220lbs.,--,Southpaw,"Jun25,1972",1.73,35%,2.06,64%,2.69,46%,0%,0.5,2023-09-20 21:50:56.958211
Yui Chul Nam,18-8-1,The Korean Bulldozer,"5'9""",145lbs.,--,Orthodox,"Jul16,1981",3.53,51%,2.0,48%,1.33,16%,57%,0.3,2023-09-20 21:50:56.958211
Tyson Nam,21-14-1,,"5'7""",125lbs.,"68""",Orthodox,"Oct06,1983",3.87,33%,4.97,65%,0.0,0%,87%,0.0,2023-09-20 21:50:56.958211
