,event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp
3713,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Bantamweight,Alejandro Perez,Ian Entwistle,fighter1,0                                  0,48                                  0,0                                  0,0                                  1,KO/TKO              Punches,1,4:04,2023-09-21 02:02:55.178363
3714,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Lightweight,Mairbek Taisumov,Damir Hadzovic,fighter1,1                                  0,25                                  11,0                                  0,0                                  0,KO/TKO              Punch,1,3:44,2023-09-21 02:02:55.178363
3715,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Bantamweight,Damian Stasiak,Filip Pejic,fighter1,0                                  0,2                                  0,2                                  0,1                                  0,SUB              Rear Naked Choke,1,2:16,2023-09-21 02:02:55.178363
3716,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Featherweight,Lucas Martins,Robert Whiteford,fighter1,0                                  0,30                                  45,0                                  1,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3717,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Heavyweight,Jared Cannonier,Cyril Asker,fighter1,1                                  0,27                                  13,0                                  0,0                                  0,KO/TKO              Punch,1,2:44,2023-09-21 02:02:55.178363
3718,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Middleweight,Bojan Velickovic,Alessio Di Chirico,fighter1,0                                  0,45                                  65,1                                  2,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3719,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",Heavyweight,Mark Hunt,Frank Mir,fighter1,1                                  0,8                                  1,0                                  0,0                                  0,KO/TKO              Punch,1,3:01,2023-09-21 02:02:55.178363
3720,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",Welterweight,Neil Magny,Hector Lombard,fighter1,0                                  2,148                                  60,1                                  1,2                                  0,KO/TKO              Punches,3,0:46,2023-09-21 02:02:55.178363
3721,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",Lightweight,Jake Matthews,Johnny Case,fighter1,0                                  0,36                                  35,0                                  1,2                                  0,SUB              Rear Naked Choke,3,4:45,2023-09-21 02:02:55.178363
3722,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",Middleweight,Daniel Kelly,Antonio Carlos Junior,fighter1,0                                  0,37                                  33,0                                  2,0                                  0,KO/TKO              Punches,3,1:36,2023-09-21 02:02:55.178363
3723,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",Light Heavyweight,Steve Bosse,James Te Huna,fighter1,1                                  0,5                                  1,0                                  0,0                                  0,KO/TKO              Punch,1,0:52,2023-09-21 02:02:55.178363
3724,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",Women's Strawweight,Bec Rawlings,Seo Hee Ham,fighter1,0                                  0,77                                  92,1                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3725,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",Welterweight,Alan Jouban,Brendan O'Reilly,fighter1,1                                  0,32                                  8,0                                  1,0                                  0,KO/TKO              Elbow,1,2:15,2023-09-21 02:02:55.178363
3726,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",Featherweight,Dan Hooker,Mark Eddiva,fighter1,0                                  0,5                                  4,0                                  0,1                                  0,SUB              Guillotine Choke,1,1:24,2023-09-21 02:02:55.178363
3727,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",Women's Bantamweight,Leslie Smith,Rin Nakai,fighter1,0                                  0,62                                  31,0                                  3,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3728,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",Welterweight,Viscardi Andrade,Richard Walsh,fighter1,0                                  1,38                                  46,5                                  1,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3729,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",Lightweight,Ross Pearson,Chad Laprise,fighter1,0                                  0,52                                  78,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3730,UFC Fight Night: Hunt vs Mir,March 19 2016,"Brisbane, Queensland, Australia",Lightweight,Alan Patrick,Damien Brown,fighter1,0                                  0,25                                  15,5                                  1,1                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3731,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",Welterweight,Nate Diaz,Conor McGregor,fighter1,0                                  0,77                                  61,1                                  0,2                                  0,SUB              Rear Naked Choke,2,4:12,2023-09-21 02:02:55.178363
3732,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",Women's Bantamweight,Miesha Tate,Holly Holm,fighter1,0                                  0,40                                  59,2                                  0,2                                  0,SUB              Rear Naked Choke,5,3:30,2023-09-21 02:02:55.178363
3733,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",Light Heavyweight,Ilir Latifi,Gian Villante,fighter1,0                                  0,30                                  23,3                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3734,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",Light Heavyweight,Corey Anderson,Tom Lawlor,fighter1,0                                  0,55                                  31,1                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3735,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",Women's Bantamweight,Amanda Nunes,Valentina Shevchenko,fighter1,0                                  0,39                                  28,2                                  1,2                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3736,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",Welterweight,Siyar Bahadurzada,Brandon Thatch,fighter1,0                                  0,84                                  30,3                                  1,1                                  0,SUB              Arm Triangle,3,4:11,2023-09-21 02:02:55.178363
3737,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",Welterweight,Nordine Taleb,Erick Silva,fighter1,1                                  0,26                                  11,1                                  0,0                                  0,KO/TKO              Punch,2,1:34,2023-09-21 02:02:55.178363
3738,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",Middleweight,Vitor Miranda,Marcelo Guimaraes,fighter1,0                                  0,46                                  23,0                                  1,0                                  0,KO/TKO              Kick,2,1:09,2023-09-21 02:02:55.178363
3739,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",Featherweight,Darren Elkins,Chas Skelly,fighter1,0                                  0,104                                  27,7                                  0,0                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3740,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",Lightweight,Diego Sanchez,Jim Miller,fighter1,0                                  0,48                                  56,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3741,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",Lightweight,Jason Saggo,Justin Salas,fighter1,0                                  0,20                                  1,0                                  1,0                                  0,KO/TKO              Punches,1,4:31,2023-09-21 02:02:55.178363
3742,UFC 196: McGregor vs Diaz,March 05 2016,"Las Vegas, Nevada, USA",Featherweight,Teruto Ishihara,Julian Erosa,fighter1,1                                  0,27                                  16,0                                  1,0                                  0,KO/TKO              Punch,2,0:34,2023-09-21 02:02:55.178363
