link,date,event,fighter1,fighter2,fighter1_odds,fighter2_odds,result,timestamp
http://www.betmma.tips/mma_event_betting_history.php?Event=52,2nd Jan 16,UFC 195 - Lawler vs Condit,Edgar Garcia,Sheldon Westcott,2.45,1.71,Sheldon Westcott,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Rafael dos Anjos,Donald Cerrone,1.56,2.70,Rafael dos Anjos,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Junior dos Santos,Alistair Overeem,1.38,3.40,Alistair Overeem,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Nate Diaz,Michael Johnson,5.25,1.24,Nate Diaz,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Randa Markos,Karolina Kowalkiewicz,1.53,2.78,Karolina Kowalkiewicz,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Myles Jury,Charles Oliveira,1.63,2.55,Charles Oliveira,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Nate Marquardt,C.B. Dollaway,4.65,1.26,Nate Marquardt,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Sarah Kaufman,Valentina Shevchenko,1.71,2.35,Valentina Shevchenko,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Josh Samman,Tamdan McCrory,1.56,2.78,Tamdan McCrory,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Nik Lentz,Danny Castillo,1.90,2.05,Nik Lentz,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Jim Alers,Cole Miller,1.91,2.04,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Kamaru Usman,Leon Edwards,1.41,3.35,Kamaru Usman,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Vicente Luque,Hayder Hassan,1.77,2.22,Vicente Luque,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=51,19th Dec 15,UFC on Fox 17 - Dos Anjos vs. Cerrone 2,Luis Henrique,Francis Ngannou,2.21,1.83,Francis Ngannou,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=50,12th Dec 15,UFC 194 - Aldo vs. McGregor,Jose Aldo,Conor McGregor,1.91,2.05,Conor McGregor,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=50,12th Dec 15,UFC 194 - Aldo vs. McGregor,Chris Weidman,Luke Rockhold,1.78,2.25,Luke Rockhold,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=50,12th Dec 15,UFC 194 - Aldo vs. McGregor,Ronaldo Souza,Yoel Romero,1.74,2.25,Yoel Romero,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=50,12th Dec 15,UFC 194 - Aldo vs. McGregor,Gunnar Nelson,Demian Maia,2.00,1.94,Demian Maia,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=50,12th Dec 15,UFC 194 - Aldo vs. McGregor,Max Holloway,Jeremy Stephens,1.22,5.75,Max Holloway,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=50,12th Dec 15,UFC 194 - Aldo vs. McGregor,Urijah Faber,Frankie Saenz,1.18,6.25,Urijah Faber,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=50,12th Dec 15,UFC 194 - Aldo vs. McGregor,Tecia Torres,Jocelyn Jones-Lybarger,1.35,3.66,Tecia Torres,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=50,12th Dec 15,UFC 194 - Aldo vs. McGregor,Warlley Alves,Colby Covington,2.08,1.87,Warlley Alves,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=50,12th Dec 15,UFC 194 - Aldo vs. McGregor,Kevin Lee,Leonardo Santos,1.18,6.41,Leonardo Santos,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=50,12th Dec 15,UFC 194 - Aldo vs. McGregor,Joe Proctor,Magomed Mustafaev,4.26,1.29,Magomed Mustafaev,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=50,12th Dec 15,UFC 194 - Aldo vs. McGregor,John Makdessi,Yancy Medeiros,1.63,2.50,Yancy Medeiros,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=50,12th Dec 15,UFC 194 - Aldo vs. McGregor,Marcio Alexandre Jr.,Court McGee,2.60,1.59,Court McGee,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=54,12th Dec 15,UFC - The Ultimate Fighter 22 Finale,Frankie Edgar,Chad Mendes,1.87,2.15,Frankie Edgar,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=54,12th Dec 15,UFC - The Ultimate Fighter 22 Finale,Artem Lobov,Ryan Hall,1.62,2.51,Ryan Hall,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=54,12th Dec 15,UFC - The Ultimate Fighter 22 Finale,Edson Barboza,Tony Ferguson,2.75,1.56,Tony Ferguson,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=54,12th Dec 15,UFC - The Ultimate Fighter 22 Finale,Joe Lauzon,Evan Dunham,2.88,1.50,Evan Dunham,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=54,12th Dec 15,UFC - The Ultimate Fighter 22 Finale,Jason Knight,Tatsuya Kawajiri,3.34,1.40,Tatsuya Kawajiri,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=54,12th Dec 15,UFC - The Ultimate Fighter 22 Finale,Julian Erosa,Marcin Wrzosek,2.10,2.13,Julian Erosa,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=54,12th Dec 15,UFC - The Ultimate Fighter 22 Finale,Gabriel Gonzaga,Konstantin Erokhin,2.11,1.87,Gabriel Gonzaga,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=54,12th Dec 15,UFC - The Ultimate Fighter 22 Finale,Mike Pierce,Ryan LaFlare,3.00,1.49,Ryan LaFlare,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=54,12th Dec 15,UFC - The Ultimate Fighter 22 Finale,Joby Sanchez,Geane Herrera,1.93,2.00,Geane Herrera,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=54,12th Dec 15,UFC - The Ultimate Fighter 22 Finale,Chris Gruetzemacher,Abner Lloveras,1.57,2.61,Chris Gruetzemacher,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=55,10th Dec 15,UFC Fight Night - VanZant vs Namajunas,Paige VanZant,Rose Namajunas,1.74,2.41,Rose Namajunas,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=55,10th Dec 15,UFC Fight Night - VanZant vs Namajunas,Jim Miller,Michael Chiesa,2.20,1.78,Michael Chiesa,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=55,10th Dec 15,UFC Fight Night - VanZant vs Namajunas,Sage Northcutt,Cody Pfister,1.13,7.75,Sage Northcutt,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=55,10th Dec 15,UFC Fight Night - VanZant vs Namajunas,Elias Theodorou,Thiago Santos,1.48,3.10,Thiago Santos,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=55,10th Dec 15,UFC Fight Night - VanZant vs Namajunas,Tim Means,John Howard,1.27,4.41,Tim Means,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=55,10th Dec 15,UFC Fight Night - VanZant vs Namajunas,Sergio Moraes,Omari Akhmedov,2.25,1.77,Sergio Moraes,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=55,10th Dec 15,UFC Fight Night - VanZant vs Namajunas,Kevin Casey,Antonio Carlos Junior,3.75,1.18,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=55,10th Dec 15,UFC Fight Night - VanZant vs Namajunas,Aljamain Sterling,Johnny Eduardo,1.18,5.81,Aljamain Sterling,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=55,10th Dec 15,UFC Fight Night - VanZant vs Namajunas,Andreas Stahl,Santiago Ponzinibbio,2.85,1.51,Santiago Ponzinibbio,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=55,10th Dec 15,UFC Fight Night - VanZant vs Namajunas,Danny Roberts,Nathan Coy,1.71,2.38,Danny Roberts,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=55,10th Dec 15,UFC Fight Night - VanZant vs Namajunas,Zubaira Tukhugov,Phillipe Nover,1.40,4.00,Zubaira Tukhugov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=55,10th Dec 15,UFC Fight Night - VanZant vs Namajunas,Kailin Curran,Emily Kagan,1.32,4.00,Kailin Curran,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=49,28th Nov 15,UFC Fight Night 79 - Henderson vs. Masvidal,Benson Henderson,Jorge Masvidal,1.47,3.05,Benson Henderson,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=49,28th Nov 15,UFC Fight Night 79 - Henderson vs. Masvidal,Dong Hyun Kim,Dominic Waters,1.14,6.99,Dong Hyun Kim,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=49,28th Nov 15,UFC Fight Night 79 - Henderson vs. Masvidal,Alberto Mina,Yoshihiro Akiyama,2.40,1.69,Alberto Mina,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=49,28th Nov 15,UFC Fight Night 79 - Henderson vs. Masvidal,Sam Sicilia,Doo Ho Choi,3.34,1.42,Doo Ho Choi,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=49,28th Nov 15,UFC Fight Night 79 - Henderson vs. Masvidal,Dongi Yang,Jake Collier,2.10,1.91,Dongi Yang,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=49,28th Nov 15,UFC Fight Night 79 - Henderson vs. Masvidal,Yui Chul Nam,Mike de la Torre,1.91,2.09,Mike de la Torre,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=49,28th Nov 15,UFC Fight Night 79 - Henderson vs. Masvidal,Tae Hyun Bang,Leo Kuntz,2.55,1.70,Tae Hyun Bang,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=49,28th Nov 15,UFC Fight Night 79 - Henderson vs. Masvidal,Seo Hee Ham,Cortney Casey,2.30,1.75,Seo Hee Ham,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=49,28th Nov 15,UFC Fight Night 79 - Henderson vs. Masvidal,Freddy Serrano,Zhuikui Yao,1.66,2.55,Freddy Serrano,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=49,28th Nov 15,UFC Fight Night 79 - Henderson vs. Masvidal,Ning Guangyou,Marco Beltran,1.70,2.55,Marco Beltran,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=49,28th Nov 15,UFC Fight Night 79 - Henderson vs. Masvidal,Dong Hyun Ma,Dominique Steele,2.18,1.79,Dominique Steele,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Neil Magny,Kelvin Gastelum,3.80,1.34,Neil Magny,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Ricardo Lamas,Diego Sanchez,1.25,5.46,Ricardo Lamas,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Jussier Formiga,Henry Cejudo,5.49,1.20,Henry Cejudo,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Erick Montano,Enrique Marin,2.70,1.54,Erick Montano,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Horacio Gutierrez,Enrique Barzola,1.57,2.67,Enrique Barzola,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Efrain Escudero,Leandro Silva,2.40,1.71,Leandro Silva,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Erik Perez,Taylor Lapilus,1.83,2.10,Erik Perez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Hector Urbina,Bartosz Fabinski,2.72,1.55,Bartosz Fabinski,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Scott Jorgensen,Alejandro Perez,1.80,2.17,Alejandro Perez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Gabriel Benitez,Andre Fili,2.90,1.49,Andre Fili,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Vernon Ramos,Alvaro Herrera,1.63,2.50,Alvaro Herrera,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Cesar Arzamendia,Marco Polo Reyes,1.57,2.70,Marco Polo Reyes,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=48,21st Nov 15,UFC Fight Night 78 - Magny vs. Gastelum,Valmir Lazaro,Michel Prazeres,2.22,1.83,Michel Prazeres,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Ronda Rousey,Holly Holm,1.07,12.99,Holly Holm,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Joanna Jedrzejczyk,Valerie Letourneau,1.06,12.82,Joanna Jedrzejczyk,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Mark Hunt,Antonio Silva,1.40,3.34,Mark Hunt,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Urijah Hall,Robert Whittaker,1.71,2.30,Robert Whittaker,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Jared Rosholt,Stefan Struve,2.16,1.83,Jared Rosholt,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Jake Matthews,Akbarh Arreola,1.11,8.47,Jake Matthews,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Kyle Noke,Peter Sobotta,2.60,1.63,Kyle Noke,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Anthony Perosh,Gian Villante,4.65,1.25,Gian Villante,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Richie Vaculik,Danny Martinez,2.00,1.91,Danny Martinez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Daniel Kelly,Steve Montgomery,3.40,1.39,Daniel Kelly,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Richard Walsh,Steven Kennedy,1.32,3.91,Richard Walsh,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Anton Zafir,James Moontasri,3.91,1.32,James Moontasri,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=47,14th Nov 15,UFC 193 - Rousey vs. Holm,Ben Nguyen,Ryan Benoit,1.80,2.20,Ben Nguyen,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Vitor Belfort,Dan Henderson,1.36,3.75,Vitor Belfort,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Glover Teixeira,Patrick Cummins,1.23,4.85,Glover Teixeira,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Thomas Almeida,Anthony Birchak,1.25,4.65,Thomas Almeida,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Alex Oliveira,Piotr Hallmann,1.47,3.00,Alex Oliveira,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Gilbert Burns,Rashid Magomedov,2.84,1.53,Rashid Magomedov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Fabio Maldonado,Corey Anderson,5.81,1.20,Corey Anderson,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Gleison Tibau,Abel Trujillo,1.83,2.14,Gleison Tibau,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Johnny Case,Yan Cabral,1.39,3.50,Johnny Case,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Clay Guida,Thiago Tavares,1.69,2.40,Thiago Tavares,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Edmilson Souza,Chas Skelly,2.60,1.61,Chas Skelly,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Viscardi Andrade,Gasan Umalatov,2.15,1.83,Viscardi Andrade,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Pedro Munhoz,Jimmie Rivera,1.61,2.55,Jimmie Rivera,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=46,7th Nov 15,UFC Fight Night 77: Belfort vs. Henderson 3,Bruno Korea,Matheus Nicolau,2.70,1.54,Matheus Nicolau,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=45,24th Oct 15,UFC Fight Night 76 - Holohan vs. Smolka,Patrick Holohan,Louis Smolka,2.30,1.80,Louis Smolka,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=45,24th Oct 15,UFC Fight Night 76 - Holohan vs. Smolka,Norman Parke,Reza Madadi,1.50,3.10,Norman Parke,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=45,24th Oct 15,UFC Fight Night 76 - Holohan vs. Smolka,Nicolas Dalby,Darren Till,2.05,2.00,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=45,24th Oct 15,UFC Fight Night 76 - Holohan vs. Smolka,Jon delos Reyes,Neil Seery,2.05,1.91,Neil Seery,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=45,24th Oct 15,UFC Fight Night 76 - Holohan vs. Smolka,Stevie Ray,Mickael Lebout,1.21,5.26,Stevie Ray,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=45,24th Oct 15,UFC Fight Night 76 - Holohan vs. Smolka,Aisling Daly,Ericka Almeida,2.00,2.00,Aisling Daly,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=45,24th Oct 15,UFC Fight Night 76 - Holohan vs. Smolka,Scott Askham,Krzysztof Jotko,1.77,2.25,Krzysztof Jotko,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=45,24th Oct 15,UFC Fight Night 76 - Holohan vs. Smolka,Cathal Pendred,Tom Breese,3.48,1.37,Tom Breese,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=45,24th Oct 15,UFC Fight Night 76 - Holohan vs. Smolka,Darren Elkins,Robert Whiteford,1.71,2.40,Darren Elkins,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=45,24th Oct 15,UFC Fight Night 76 - Holohan vs. Smolka,Garreth McLellan,Bubba Bush,3.91,1.36,Garreth McLellan,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=44,3rd Oct 15,UFC 192 - Cormier vs. Gustafsson,Daniel Cormier,Alexander Gustafsson,1.43,3.45,Daniel Cormier,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=44,3rd Oct 15,UFC 192 - Cormier vs. Gustafsson,Ryan Bader,Rashad Evans,2.19,1.83,Ryan Bader,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=44,3rd Oct 15,UFC 192 - Cormier vs. Gustafsson,Ruslan Magomedov,Shawn Jordan,1.56,2.70,Ruslan Magomedov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=44,3rd Oct 15,UFC 192 - Cormier vs. Gustafsson,Joseph Benavidez,Ali Bagautinov,1.33,3.91,Joseph Benavidez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=44,3rd Oct 15,UFC 192 - Cormier vs. Gustafsson,Julianna Pena,Jessica Eye,1.45,3.10,Julianna Pena,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=44,3rd Oct 15,UFC 192 - Cormier vs. Gustafsson,Yair Rodriguez,Daniel Hooker,1.35,3.85,Yair Rodriguez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=44,3rd Oct 15,UFC 192 - Cormier vs. Gustafsson,Alan Jouban,Albert Tumenov,3.40,1.43,Albert Tumenov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=44,3rd Oct 15,UFC 192 - Cormier vs. Gustafsson,Adriano Martins,Islam Makhachev,2.35,1.71,Adriano Martins,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=44,3rd Oct 15,UFC 192 - Cormier vs. Gustafsson,Angela Hill,Rose Namajunas,3.19,1.44,Rose Namajunas,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=44,3rd Oct 15,UFC 192 - Cormier vs. Gustafsson,Sage Northcutt,Frank Trevino,1.24,4.81,Sage Northcutt,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=44,3rd Oct 15,UFC 192 - Cormier vs. Gustafsson,Sergio Pettis,Chris Cariaso,1.53,2.85,Sergio Pettis,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=44,3rd Oct 15,UFC 192 - Cormier vs. Gustafsson,Derrick Lewis,Viktor Pesta,2.60,1.63,Derrick Lewis,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=40,26th Sep 15,UFC Fight Night - Barnett vs. Nelson,Josh Barnett,Roy Nelson,1.34,3.80,Josh Barnett,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=40,26th Sep 15,UFC Fight Night - Barnett vs. Nelson,Gegard Mousasi,Urijah Hall,1.20,5.49,Urijah Hall,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=40,26th Sep 15,UFC Fight Night - Barnett vs. Nelson,Kyoji Horiguchi,Chico Camus,1.27,4.48,Kyoji Horiguchi,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=40,26th Sep 15,UFC Fight Night - Barnett vs. Nelson,Takeya Mizugaki,George Roop,1.43,3.06,Takeya Mizugaki,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=40,26th Sep 15,UFC Fight Night - Barnett vs. Nelson,Mizuto Hirota,Teruto Ishihara,1.37,3.55,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=40,26th Sep 15,UFC Fight Night - Barnett vs. Nelson,Diego Brandao,Katsunori Kikuno,1.46,3.10,Diego Brandao,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=40,26th Sep 15,UFC Fight Night - Barnett vs. Nelson,Keita Nakamura,Li Jingliang,3.58,1.40,Keita Nakamura,2023-12-28 11:40:25.898186
