event_name,event_date,weight_class,fighter1,fighter2,method,round,outcome,timestamp
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Middleweight,Jared Cannonier,Marvin Vettori,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Lightweight,Arman Tsarukyan,Joaquim Silva,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Middleweight,Armen Petrosyan,Christian Leroy Duncan,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Featherweight,Pat Sabatini,Lucas Almeida,SUB              Arm Triangle,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Lightweight,Manuel Torres,Nikolas Motta,KO/TKO              Elbow,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Welterweight,Nicolas Dalby,Muslim Salikhov,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Flyweight,Alessandro Costa,Jimmy Flick,KO/TKO              Elbows,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Bantamweight,Kyung Ho Kang,Cristian Quinonez,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Flyweight,Carlos Hernandez,Denys Bondar,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Women's Flyweight,Tereza Bleda,Gabriella Fernandes,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Bantamweight,Dan Argueta,Ronnie Lawrence,Overturned,1,No contest,2023-09-21 02:02:55.178363
UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Light Heavyweight,Modestas Bukauskas,Zac Pauga,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 289: Nunes vs. Aldana,2023-06-10,Women's Bantamweight,Amanda Nunes,Irene Aldana,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 289: Nunes vs. Aldana,2023-06-10,Lightweight,Charles Oliveira,Beneil Dariush,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 289: Nunes vs. Aldana,2023-06-10,Welterweight,Mike Malott,Adam Fugitt,SUB              Guillotine Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 289: Nunes vs. Aldana,2023-06-10,Featherweight,Dan Ige,Nate Landwehr,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 289: Nunes vs. Aldana,2023-06-10,Middleweight,Marc-Andre Barriault,Eryk Anders,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 289: Nunes vs. Aldana,2023-06-10,Middleweight,Nassourdine Imavov,Chris Curtis,CNC,2,No contest,2023-09-21 02:02:55.178363
UFC 289: Nunes vs. Aldana,2023-06-10,Women's Flyweight,Jasmine Jasudavicius,Miranda Maverick,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 289: Nunes vs. Aldana,2023-06-10,Bantamweight,Aiemann Zahabi, Aoriqileng,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 289: Nunes vs. Aldana,2023-06-10,Featherweight,Kyle Nelson,Blake Bilder,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 289: Nunes vs. Aldana,2023-06-10,Flyweight,Steve Erceg,David Dvorak,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 289: Nunes vs. Aldana,2023-06-10,Women's Strawweight,Diana Belbita,Maria Oliveira,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Flyweight,Amir Albazi,Kai Kara-France,S-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Featherweight,Alex Caceres,Daniel Pineda,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Lightweight,Jim Miller,Jesse Butler,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Flyweight,Tim Elliott,Victor Altamirano,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Women's Flyweight,Karine Silva,Ketlen Souza,SUB              Other - Lock,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Welterweight,Elizeu Zaleski dos Santos,Abubakar Nurmagomedov,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Bantamweight,Daniel Santos,Johnny Munoz,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Heavyweight,Don'Tale Mayes,Andrei Arlovski,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Bantamweight,John Castaneda,Muin Gafurov,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Lightweight,Muhammad Naimov,Jamie Mullarkey,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Women's Strawweight,Elise Reed,Jinh Yu Frey,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Bantamweight,Da'Mon Blackshear,Luan Lacerda,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Light Heavyweight,Philipe Lins,Maxim Grishin,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Hill,2023-05-20,Women's Strawweight,Mackenzie Dern,Angela Hill,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Hill,2023-05-20,Middleweight,Anthony Hernandez,Edmen Shahbazyan,KO/TKO              Elbows,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Hill,2023-05-20,Catch Weight,Loopy Godinez,Emily Ducote,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Hill,2023-05-20,Welterweight,Joaquin Buckley,Andre Fialho,KO/TKO              Kick,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Hill,2023-05-20,Lightweight,Diego Ferreira,Michael Johnson,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Hill,2023-05-20,Lightweight,Viacheslav Borshchev, Maheshate,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Hill,2023-05-20,Women's Strawweight,Karolina Kowalkiewicz,Vanessa Demopoulos,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Hill,2023-05-20,Welterweight,Gilbert Urbina,Orion Cosce,KO/TKO              Kick,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Hill,2023-05-20,Heavyweight,Rodrigo Nascimento,Ilir Latifi,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Hill,2023-05-20,Lightweight,Chase Hooper,Nick Fiore,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Hill,2023-05-20,Women's Flyweight,Natalia Silva,Victoria Leonardo,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Hill,2023-05-20,Welterweight,Themba Gorimbo,Takashi Sato,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Heavyweight,Jailton Almeida,Jairzinho Rozenstruik,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Light Heavyweight,Johnny Walker,Anthony Smith,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Welterweight,Ian Garry,Daniel Rodriguez,KO/TKO              Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Light Heavyweight,Carlos Ulberg,Ihor Potieria,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Welterweight,Alex Morono,Tim Means,SUB              Guillotine Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Welterweight,Matt Brown,Court McGee,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Heavyweight,Karl Williams,Chase Sherman,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Catch Weight,Douglas Silva de Andrade,Cody Stamann,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Women's Flyweight,Mandy Bohm,Ji Yeon Kim,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Welterweight,Bryan Battle,Gabe Green,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Women's Bantamweight,Tainara Lisboa,Jessica-Rose Clark,SUB              Rear Naked Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC 288: Sterling vs. Cejudo,2023-05-06,Bantamweight,Aljamain Sterling,Henry Cejudo,S-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 288: Sterling vs. Cejudo,2023-05-06,Welterweight,Belal Muhammad,Gilbert Burns,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 288: Sterling vs. Cejudo,2023-05-06,Women's Strawweight,Yan Xiaonan,Jessica Andrade,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 288: Sterling vs. Cejudo,2023-05-06,Featherweight,Movsar Evloev,Diego Lopes,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 288: Sterling vs. Cejudo,2023-05-06,Featherweight,Charles Jourdain,Kron Gracie,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 288: Sterling vs. Cejudo,2023-05-06,Lightweight,Matt Frevola,Drew Dober,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 288: Sterling vs. Cejudo,2023-05-06,Light Heavyweight,Kennedy Nzechukwu,Devin Clark,SUB              Guillotine Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 288: Sterling vs. Cejudo,2023-05-06,Welterweight,Khaos Williams,Rolando Bedoya,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 288: Sterling vs. Cejudo,2023-05-06,Women's Strawweight,Virna Jandiroba,Marina Rodriguez,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 288: Sterling vs. Cejudo,2023-05-06,Heavyweight,Parker Porter,Braxton Smith,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 288: Sterling vs. Cejudo,2023-05-06,Middleweight,Ikram Aliskerov,Phil Hawes,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 288: Sterling vs. Cejudo,2023-05-06,Middleweight,Claudio Ribeiro,Joseph Holmes,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Song vs. Simon,2023-04-29,Bantamweight,Song Yadong,Ricky Simon,KO/TKO              Punch,5,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Song vs. Simon,2023-04-29,Middleweight,Caio Borralho,Michal Oleksiejczuk,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Song vs. Simon,2023-04-29,Middleweight,Rodolfo Vieira,Cody Brundage,SUB              Arm Triangle,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Song vs. Simon,2023-04-29,Featherweight,Fernando Padilla,Julian Erosa,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Song vs. Simon,2023-04-29,Heavyweight,Marcos Rogerio de Lima,Waldo Cortes-Acosta,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Song vs. Simon,2023-04-29,Welterweight,Trey Waters,Josh Quinlan,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Song vs. Simon,2023-04-29,Heavyweight,Martin Buday,Jake Collier,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Song vs. Simon,2023-04-29,Flyweight,Cody Durden,Charles Johnson,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Song vs. Simon,2023-04-29,Women's Bantamweight,Irina Alekseeva,Stephanie Egger,SUB              Kneebar,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Song vs. Simon,2023-04-29,Catch Weight,Marcus McGhee,Journey Newson,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Song vs. Simon,2023-04-29,Women's Bantamweight,Jamey-Lyn Horth,Hailey Cowan,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,Heavyweight,Sergei Pavlovich,Curtis Blaydes,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,Middleweight,Bruno Silva,Brad Tavares,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,Lightweight,Bobby Green,Jared Gordon,CNC,1,No contest,2023-09-21 02:02:55.178363
UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,Women's Flyweight,Iasmin Lucindo,Brogan Walker,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,Welterweight,Jeremiah Wells,Matthew Semelsberger,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,Lightweight,Christos Giagos,Ricky Glenn,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,Bantamweight,Montel Jackson,Rani Yahya,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,Women's Featherweight,Norma Dumont,Karol Rosa,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,Heavyweight,Mohammed Usman,Junior Tafa,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,Featherweight,William Gomis,Francis Marshall,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,Bantamweight,Brady Hiestand,Batgerel Danaa,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Featherweight,Max Holloway,Arnold Allen,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Featherweight,Edson Barboza,Billy Quarantillo,KO/TKO              Knee,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Light Heavyweight,Azamat Murzakanov,Dustin Jacoby,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Light Heavyweight,Ion Cutelaba,Tanner Boser,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Bantamweight,Pedro Munhoz,Chris Gutierrez,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Lightweight,Rafa Garcia,Clay Guida,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Featherweight,Bill Algeo,TJ Brown,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Flyweight,Brandon Royval,Matheus Nicolau,KO/TKO              Knee,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Light Heavyweight,Zak Cummings,Ed Herman,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Women's Strawweight,Gillian Robertson,Piera Rodriguez,SUB              Armbar,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Lightweight,Daniel Zellhuber,Lando Vannata,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Women's Strawweight,Denise Gomes,Bruna Brasil,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Bantamweight,Gaston Bolanos,Aaron Phillips,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Holloway vs. Allen,2023-04-15,Women's Bantamweight,Joselyne Edwards,Lucie Pudilova,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Middleweight,Israel Adesanya,Alex Pereira,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Welterweight,Gilbert Burns,Jorge Masvidal,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Bantamweight,Rob Font,Adrian Yanez,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Welterweight,Kevin Holland,Santiago Ponzinibbio,KO/TKO              Punch,3,fighter1,2023-09-21 02:02:55.178363
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Bantamweight,Christian Rodriguez,Raul Rosas Jr.,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Middleweight,Kelvin Gastelum,Chris Curtis,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Women's Strawweight,Luana Pinheiro,Michelle Waterson-Gomez,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Middleweight,Joe Pyfer,Gerald Meerschaert,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Women's Strawweight,Loopy Godinez,Cynthia Calvillo,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Catch Weight,Ignacio Bahamondes,Trey Ogden,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Featherweight,Steve Garcia,Shayilan Nuerdanbieke,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 287: Pereira vs. Adesanya 2,2023-04-08,Women's Strawweight,Sam Hughes,Jaqueline Amorim,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vera vs. Sandhagen,2023-03-25,Bantamweight,Cory Sandhagen,Marlon Vera,S-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vera vs. Sandhagen,2023-03-25,Women's Bantamweight,Holly Holm,Yana Santos,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vera vs. Sandhagen,2023-03-25,Featherweight,Nate Landwehr,Austin Lingo,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vera vs. Sandhagen,2023-03-25,Women's Flyweight,Maycee Barber,Andrea Lee,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vera vs. Sandhagen,2023-03-25,Middleweight,Albert Duraev,Chidi Njokuani,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vera vs. Sandhagen,2023-03-25,Featherweight,Daniel Pineda,Tucker Lutz,SUB              Guillotine Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vera vs. Sandhagen,2023-03-25,Featherweight,Lucas Alexander,Steven Peterson,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vera vs. Sandhagen,2023-03-25,Welterweight,Trevin Giles,Preston Parsons,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vera vs. Sandhagen,2023-03-25,Flyweight,CJ Vergara,Daniel Lacerda,KO/TKO              Elbows,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Vera vs. Sandhagen,2023-03-25,Flyweight,Victor Altamirano,Vinicius Salvador,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Welterweight,Leon Edwards,Kamaru Usman,M-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Lightweight,Justin Gaethje,Rafael Fiziev,M-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Welterweight,Gunnar Nelson,Bryan Barberena,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Women's Flyweight,Jennifer Maia,Casey O'Neill,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Middleweight,Marvin Vettori,Roman Dolidze,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Featherweight,Jack Shore,Makwan Amirkhani,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Lightweight,Chris Duncan,Omar Morales,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Lightweight,Yanal Ashmouz,Sam Patterson,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Flyweight,Muhammad Mokaev,Jafel Filho,SUB              Neck Crank,3,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Featherweight,Lerone Murphy,Gabriel Santos,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Middleweight,Christian Leroy Duncan,Dusko Todorovic,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Flyweight,Jake Hadley,Malcolm Gordon,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Women's Flyweight,Joanne Wood,Luana Carolina,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Lightweight,Jai Herbert,Ludovit Klein,M-DEC,3,Draw,2023-09-21 02:02:55.178363
UFC 286: Edwards vs. Usman 3,2023-03-18,Women's Flyweight,Veronica Hardy,Juliana Miller,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Yan vs. Dvalishvili,2023-03-11,Bantamweight,Merab Dvalishvili,Petr Yan,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Yan vs. Dvalishvili,2023-03-11,Heavyweight,Alexander Volkov,Alexandr Romanov,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Yan vs. Dvalishvili,2023-03-11,Catch Weight,Nikita Krylov,Ryan Spann,SUB              Triangle Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Yan vs. Dvalishvili,2023-03-11,Bantamweight,Jonathan Martinez,Said Nurmagomedov,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Yan vs. Dvalishvili,2023-03-11,Bantamweight,Mario Bautista,Guido Cannetti,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Yan vs. Dvalishvili,2023-03-11,Light Heavyweight,Vitor Petrino,Anton Turkalj,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
