event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Catch Weight,Jailton Almeida,Anton Turkalj,fighter1,0                                  0,17                                  1,3                                  0,2                                  0,SUB              Rear Naked Choke,1,4:27,2023-09-21 02:02:55.178363
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Middleweight,Denis Tiuliulin,Jamie Pickett,fighter1,2                                  0,73                                  60,0                                  0,0                                  0,KO/TKO              Punches,2,4:52,2023-09-21 02:02:55.178363
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Heavyweight,Chris Barnett,Jake Collier,fighter1,0                                  1,54                                  51,0                                  1,0                                  1,KO/TKO              Punches,2,2:24,2023-09-21 02:02:55.178363
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Women's Featherweight,Norma Dumont,Danyelle Wolf,fighter1,1                                  0,52                                  20,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Bantamweight,Alatengheili,Chad Anheliger,fighter1,0                                  0,49                                  39,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Women's Strawweight,Elise Reed,Melissa Martinez,fighter1,1                                  0,38                                  45,3                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Welterweight,Yohan Lainesse,Darian Weeks,fighter1,0                                  0,23                                  44,0                                  1,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Gane vs. Tuivasa,September 03 2022,"Paris, Ile-de-France, France",Heavyweight,Ciryl Gane,Tai Tuivasa,fighter1,1                                  1,110                                  29,0                                  0,0                                  0,KO/TKO              Punches,3,4:23,2023-09-21 02:02:55.178363
UFC Fight Night: Gane vs. Tuivasa,September 03 2022,"Paris, Ile-de-France, France",Middleweight,Robert Whittaker,Marvin Vettori,fighter1,0                                  0,74                                  33,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Gane vs. Tuivasa,September 03 2022,"Paris, Ile-de-France, France",Middleweight,Nassourdine Imavov,Joaquin Buckley,fighter1,0                                  0,51                                  46,2                                  0,2                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Gane vs. Tuivasa,September 03 2022,"Paris, Ile-de-France, France",Middleweight,Roman Kopylov,Alessio Di Chirico,fighter1,1                                  0,59                                  39,0                                  0,0                                  0,KO/TKO              Punches,3,1:09,2023-09-21 02:02:55.178363
UFC Fight Night: Gane vs. Tuivasa,September 03 2022,"Paris, Ile-de-France, France",Featherweight,William Gomis,Jarno Errens,fighter1,0                                  0,32                                  20,3                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Gane vs. Tuivasa,September 03 2022,"Paris, Ile-de-France, France",Featherweight,Nathaniel Wood,Charles Jourdain,fighter1,0                                  0,97                                  86,5                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Gane vs. Tuivasa,September 03 2022,"Paris, Ile-de-France, France",Middleweight,Abus Magomedov,Dustin Stoltzfus,fighter1,1                                  0,7                                  0,0                                  0,0                                  0,KO/TKO              Punches,1,0:19,2023-09-21 02:02:55.178363
UFC Fight Night: Gane vs. Tuivasa,September 03 2022,"Paris, Ile-de-France, France",Lightweight,Nasrat Haqparast,John Makdessi,fighter1,1                                  0,64                                  73,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Gane vs. Tuivasa,September 03 2022,"Paris, Ile-de-France, France",Lightweight,Fares Ziam,Michal Figlak,fighter1,0                                  0,60                                  28,3                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Gane vs. Tuivasa,September 03 2022,"Paris, Ile-de-France, France",Lightweight,Benoit Saint Denis,Gabriel Miranda,fighter1,3                                  0,42                                  20,1                                  1,0                                  0,KO/TKO              Punch,2,0:16,2023-09-21 02:02:55.178363
UFC Fight Night: Gane vs. Tuivasa,September 03 2022,"Paris, Ile-de-France, France",Bantamweight,Cristian Quinonez,Khalid Taha,fighter1,0                                  0,19                                  6,0                                  0,0                                  0,KO/TKO              Punches,1,3:15,2023-09-21 02:02:55.178363
UFC Fight Night: Gane vs. Tuivasa,September 03 2022,"Paris, Ile-de-France, France",Women's Featherweight,Stephanie Egger,Ailin Perez,fighter1,0                                  0,15                                  16,2                                  1,1                                  0,SUB              Rear Naked Choke,2,4:54,2023-09-21 02:02:55.178363
UFC 278: Usman vs. Edwards,August 20 2022,"Salt Lake City, Utah, USA",Welterweight,Leon Edwards,Kamaru Usman,fighter1,1                                  0,55                                  83,1                                  5,1                                  0,KO/TKO              Kick,5,4:04,2023-09-21 02:02:55.178363
UFC 278: Usman vs. Edwards,August 20 2022,"Salt Lake City, Utah, USA",Middleweight,Paulo Costa,Luke Rockhold,fighter1,0                                  0,73                                  51,2                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 278: Usman vs. Edwards,August 20 2022,"Salt Lake City, Utah, USA",Bantamweight,Merab Dvalishvili,Jose Aldo,fighter1,0                                  0,57                                  38,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 278: Usman vs. Edwards,August 20 2022,"Salt Lake City, Utah, USA",Women's Bantamweight,Lucie Pudilova,Wu Yanan,fighter1,0                                  0,39                                  26,2                                  0,1                                  0,KO/TKO              Elbows,2,4:04,2023-09-21 02:02:55.178363
UFC 278: Usman vs. Edwards,August 20 2022,"Salt Lake City, Utah, USA",Light Heavyweight,Tyson Pedro,Harry Hunsucker,fighter1,1                                  0,6                                  2,0                                  0,0                                  0,KO/TKO              Kick,1,1:05,2023-09-21 02:02:55.178363
UFC 278: Usman vs. Edwards,August 20 2022,"Salt Lake City, Utah, USA",Heavyweight,Marcin Tybura,Alexandr Romanov,fighter1,0                                  0,47                                  40,0                                  2,0                                  0,M-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 278: Usman vs. Edwards,August 20 2022,"Salt Lake City, Utah, USA",Lightweight,Jared Gordon,Leonardo Santos,fighter1,0                                  0,116                                  36,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 278: Usman vs. Edwards,August 20 2022,"Salt Lake City, Utah, USA",Featherweight,Sean Woodson,Luis Saldana,Draw,0                                  2,73                                  91,0                                  1,1                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 278: Usman vs. Edwards,August 20 2022,"Salt Lake City, Utah, USA",Welterweight,Ange Loosa,AJ Fletcher,fighter1,0                                  0,129                                  87,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 278: Usman vs. Edwards,August 20 2022,"Salt Lake City, Utah, USA",Flyweight,Amir Albazi,Francisco Figueiredo,fighter1,0                                  0,12                                  11,2                                  0,1                                  0,SUB              Rear Naked Choke,1,4:34,2023-09-21 02:02:55.178363
