event,favourite,underdog,favourite_odds,underdog_odds,outcome
UFC Fight Night 46 - McGregor vs. Brandao,Gunnar Nelson,Zak Cummings,1.16,7.6,favourite
UFC Fight Night 46 - McGregor vs. Brandao,Ian McCall,Brad Pickett,1.67,2.5,favourite
UFC Fight Night 46 - McGregor vs. Brandao,Norman Parke,Naoyuki Kotani,1.25,5.15,favourite
UFC Fight Night 46 - McGregor vs. Brandao,Ilir Latifi,Chris Dempsey,1.38,3.65,favourite
UFC Fight Night 46 - McGregor vs. Brandao,Neil Seery,Phil Harris,1.65,2.45,favourite
UFC Fight Night 46 - McGregor vs. Brandao,Cathal Pendred,Mike King,1.77,2.3,favourite
UFC Fight Night 46 - McGregor vs. Brandao,Tor Troeng,Trevor Smith,1.65,2.45,underdog
UFC Fight Night 46 - McGregor vs. Brandao,Nikita Krylov,Cody Donovan,1.87,2.2,favourite
UFC Fight Night 46 - McGregor vs. Brandao,Josh Sampo,Patrick Holohan,1.44,3.25,underdog
UFC on Fox 12 - Lawler vs. Brown,Robbie Lawler,Matt Brown,1.35,5.0,favourite
UFC on Fox 12 - Lawler vs. Brown,Anthony Johnson,Rogerio Nogueira,1.17,6.4,favourite
UFC on Fox 12 - Lawler vs. Brown,Dennis Bermudez,Clay Guida,1.62,2.85,favourite
UFC on Fox 12 - Lawler vs. Brown,Josh Thomson,Bobby Green,1.31,4.45,underdog
UFC on Fox 12 - Lawler vs. Brown,Jorge Masvidal,Daron Cruickshank,1.47,3.15,favourite
UFC on Fox 12 - Lawler vs. Brown,Patrick Cummins,Kyle Kingsbury,1.5,3.05,favourite
UFC on Fox 12 - Lawler vs. Brown,Tim Means,Hernani Perpetuo,1.56,3.0,favourite
UFC on Fox 12 - Lawler vs. Brown,Brian Ortega,Mike de la Torre,1.59,2.81,favourite
UFC on Fox 12 - Lawler vs. Brown,Tiago Trator,Akbarh Arreola,1.4,3.75,favourite
UFC on Fox 12 - Lawler vs. Brown,Gilbert Burns,Andreas Stahl,1.69,2.47,favourite
UFC on Fox 12 - Lawler vs. Brown,Joanna Jedrzejczyk,Juliana Lima,1.32,3.85,favourite
UFC on Fox 12 - Lawler vs. Brown,Steven Siler,Noad Lahat,1.48,3.07,underdog
UFC Fight Night 48 - Bisping vs. Le,Michael Bisping,Cung Le,1.43,3.55,favourite
UFC Fight Night 48 - Bisping vs. Le,Tyron Woodley,Dong Hyun Kim,1.55,2.9,favourite
UFC Fight Night 48 - Bisping vs. Le,Brendan O'Reilly,Zhang Lipeng,1.79,2.4,underdog
UFC Fight Night 48 - Bisping vs. Le,Yang Jianping,Ning Guangyou,1.5,3.07,underdog
UFC Fight Night 48 - Bisping vs. Le,Danny Mitchell,Wang Sai,1.53,2.84,underdog
UFC Fight Night 48 - Bisping vs. Le,Alberto Mina,Shinsho Anzai,1.45,3.31,favourite
UFC Fight Night 48 - Bisping vs. Le,Yuta Sasaki,Roland Delorme,1.71,2.35,favourite
UFC Fight Night 48 - Bisping vs. Le,Colby Covington,Wang Anying,1.24,5.2,favourite
UFC Fight Night 48 - Bisping vs. Le,Royston Wee,Zhuikui Yao,1.45,3.4,favourite
UFC Fight Night 48 - Bisping vs. Le,Milana Dudieva,Elizabeth Phillips,1.71,2.33,favourite
UFC 177 - Dillashaw vs. Soto,T.J. Dillashaw,Joe Soto,1.1,10.0,favourite
UFC 177 - Dillashaw vs. Soto,Tony Ferguson,Danny Castillo,1.42,3.45,favourite
UFC 177 - Dillashaw vs. Soto,Bethe Correia,Shayna Baszler,1.7,2.4,favourite
UFC 177 - Dillashaw vs. Soto,Carlos Diego Ferreira,Ramsey Nijem,1.56,2.7,favourite
UFC 177 - Dillashaw vs. Soto,Yancy Medeiros,Damon Jackson,1.95,2.05,favourite
UFC 177 - Dillashaw vs. Soto,Derek Brunson,Lorenz Larkin,1.61,2.65,favourite
UFC 177 - Dillashaw vs. Soto,Anthony Hamilton,Ruan Potts,1.45,3.05,favourite
UFC 177 - Dillashaw vs. Soto,Chris Wade,Cain Carrizosa,1.71,2.38,favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Antonio Silva,Andrei Arlovski,1.24,4.8,underdog
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Gleison Tibau,Piotr Hallmann,1.43,3.5,favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Leonardo Santos,Efrain Escudero,1.48,3.25,favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Santiago Ponzinibbio,Wendell Oliveira,1.95,2.0,favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Yuri Alcantara,Russell Doane,1.32,3.85,favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Jessica Andrade,Larissa Pacheco,1.91,2.05,favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Godofredo Pepey,Dashon Johnson,1.77,2.25,favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Igor Araujo,George Sullivan,1.77,2.35,underdog
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Francisco Trinaldo,Leandro Silva,1.57,2.71,favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Sean Spencer,Paulo Thiago,1.5,3.15,favourite
UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Johnny Bedford,Rani Yahya,1.8,2.25,underdog
UFC Fight Night 52 - Hunt vs. Nelson,Mark Hunt,Roy Nelson,2.1,2.14,favourite
UFC Fight Night 52 - Hunt vs. Nelson,Myles Jury,Takanori Gomi,1.18,6.05,favourite
UFC Fight Night 52 - Hunt vs. Nelson,Yoshihiro Akiyama,Amir Sadollah,1.65,2.77,favourite
UFC Fight Night 52 - Hunt vs. Nelson,Miesha Tate,Rin Nakai,1.34,3.9,favourite
UFC Fight Night 52 - Hunt vs. Nelson,Kiichi Kunimoto,Richard Walsh,1.43,3.15,favourite
UFC Fight Night 52 - Hunt vs. Nelson,Kyoji Horiguchi,Jon delos Reyes,1.17,6.5,favourite
UFC Fight Night 52 - Hunt vs. Nelson,Alex Caceres,Masanori Kanehara,1.35,3.65,underdog
UFC Fight Night 52 - Hunt vs. Nelson,Katsunori Kikuno,Sam Sicilia,1.72,2.35,favourite
UFC Fight Night 52 - Hunt vs. Nelson,Hyun Gyu Lim,Takenori Sato,1.17,6.55,favourite
UFC Fight Night 52 - Hunt vs. Nelson,Michinori Tanaka,Kyung Ho Kang,1.67,2.47,underdog
UFC Fight Night 52 - Hunt vs. Nelson,Kazuki Tokudome,Johnny Case,1.77,2.28,underdog
UFC Fight Night 52 - Hunt vs. Nelson,Maximo Blanco,Daniel Hooker,1.75,2.35,favourite
UFC 178 - Johnson vs. Cariaso,Demetrious Johnson,Chris Cariaso,1.07,12.5,favourite
UFC 178 - Johnson vs. Cariaso,Donald Cerrone,Eddie Alvarez,1.75,2.25,favourite
UFC 178 - Johnson vs. Cariaso,Conor McGregor,Dustin Poirier,1.44,3.4,favourite
UFC 178 - Johnson vs. Cariaso,Tim Kennedy,Yoel Romero,2.01,2.23,underdog
UFC 178 - Johnson vs. Cariaso,Cat Zingano,Amanda Nunes,1.48,2.97,favourite
UFC 178 - Johnson vs. Cariaso,Dominick Cruz,Takeya Mizugaki,1.21,5.75,favourite
UFC 178 - Johnson vs. Cariaso,Jorge Masvidal,James Krause,1.33,3.95,favourite
UFC 178 - Johnson vs. Cariaso,Stephen Thompson,Patrick Cote,1.29,4.4,favourite
UFC 178 - Johnson vs. Cariaso,John Howard,Brian Ebersole,1.5,3.2,underdog
UFC 178 - Johnson vs. Cariaso,Kevin Lee,Jon Tuck,1.44,3.2,favourite
UFC 178 - Johnson vs. Cariaso,Cody Gibson,Manny Gamburyan,1.65,2.55,underdog
UFC Fight Night 53 - Nelson vs. Story,Gunnar Nelson,Rick Story,1.29,4.29,underdog
UFC Fight Night 53 - Nelson vs. Story,Max Holloway,Akira Corassani,1.19,5.8,favourite
UFC Fight Night 53 - Nelson vs. Story,Ilir Latifi,Jan Blachowicz,1.38,3.51,underdog
UFC Fight Night 53 - Nelson vs. Story,Niklas Backstrom,Mike Wilkinson,1.14,8.02,underdog
UFC Fight Night 53 - Nelson vs. Story,Magnus Cedenblad,Scott Askham,1.83,2.25,favourite
UFC Fight Night 53 - Nelson vs. Story,Nico Musoke,Alexander Yakovlev,1.5,3.01,favourite
UFC Fight Night 53 - Nelson vs. Story,Dennis Siver,Charles Rosa,1.4,3.71,favourite
UFC Fight Night 53 - Nelson vs. Story,Cathal Pendred,Gasan Umalatov,1.71,2.38,favourite
UFC Fight Night 53 - Nelson vs. Story,Krzysztof Jotko,Tor Troeng,1.83,2.3,favourite
UFC Fight Night 53 - Nelson vs. Story,Mairbek Taisumov,Marcin Bandel,1.67,2.5,favourite
UFC Fight Night 53 - Nelson vs. Story,Zubaira Tukhugov,Ernest Chavez,1.4,3.48,favourite
UFC Fight Night - Rockhold vs. Bisping,Luke Rockhold,Michael Bisping,1.23,4.76,favourite
UFC Fight Night - Rockhold vs. Bisping,Ross Pearson,Al Iaquinta,1.67,2.5,underdog
UFC Fight Night - Rockhold vs. Bisping,Soa Palelei,Walt Harris,1.67,2.44,favourite
UFC Fight Night - Rockhold vs. Bisping,Jake Matthews,Vagner Rocha,1.28,4.35,favourite
UFC Fight Night - Rockhold vs. Bisping,Guto Inocente,Anthony Perosh,1.54,2.86,underdog
UFC Fight Night - Rockhold vs. Bisping,Dylan Andrews,Sam Alvey,1.61,2.5,underdog
UFC Fight Night - Rockhold vs. Bisping,Louis Smolka,Richie Vaculik,1.32,4.0,favourite
UFC Fight Night - Rockhold vs. Bisping,Vik Grujic,Chris Clements,1.75,2.27,underdog
UFC Fight Night - Rockhold vs. Bisping,Luke Zachrich,Daniel Kelly,1.35,3.57,underdog
UFC Fight Night - Rockhold vs. Bisping,Marcus Brimage,Jumabieke Tuerxun,1.2,5.56,favourite
UFC Fight Night - Shogun vs. St. Preux,Mauricio Rua,Ovince St Preux,1.54,2.7,underdog
UFC Fight Night - Shogun vs. St. Preux,Warlley Alves,Alan Jouban,1.45,3.03,favourite
UFC Fight Night - Shogun vs. St. Preux,Leon Edwards,Claudio Silva,1.54,2.63,underdog
UFC Fight Night - Shogun vs. St. Preux,Dhiego Lima,Jorge Antonio Cezario de Oliveira,1.32,3.7,favourite
UFC Fight Night - Shogun vs. St. Preux,Nina Nunes,Juliana Lima,1.69,2.38,underdog
UFC Fight Night - Shogun vs. St. Preux,Diego Rivas,Rodolfo Rubio Perez,1.82,2.0,favourite
UFC Fight Night - Shogun vs. St. Preux,Caio Magalhaes,Trevor Smith,1.47,2.94,favourite
UFC Fight Night - Shogun vs. St. Preux,Leandro Silva,Charlie Brenneman,1.64,2.5,favourite
UFC Fight Night - Shogun vs. St. Preux,Thomas Almeida,Tim Gorman,1.3,3.7,favourite
UFC Fight Night - Shogun vs. St. Preux,Colby Covington,Wagner Silva Gomes,1.23,4.76,favourite
UFC 180 - Werdum vs. Hunt,Fabricio Werdum,Mark Hunt,1.27,4.55,favourite
UFC 180 - Werdum vs. Hunt,Kelvin Gastelum,Jake Ellenberger,1.47,2.94,favourite
UFC 180 - Werdum vs. Hunt,Dennis Bermudez,Ricardo Lamas,1.59,2.7,underdog
UFC 180 - Werdum vs. Hunt,Augusto Montano,Chris Heatherly,1.47,2.94,favourite
UFC 180 - Werdum vs. Hunt,Edgar Garcia,Hector Urbina,1.54,2.78,underdog
UFC 180 - Werdum vs. Hunt,Jose Quinonez,Alejandro Perez,1.47,3.03,underdog
UFC 180 - Werdum vs. Hunt,Jessica Eye,Leslie Smith,1.43,3.13,favourite
UFC 180 - Werdum vs. Hunt,Gabriel Benitez,Humberto Brown Morrison,1.3,4.17,favourite
UFC 180 - Werdum vs. Hunt,Enrique Briones,Guido Cannetti,1.89,2.04,favourite
UFC 180 - Werdum vs. Hunt,Marlon Vera,Marco Beltran,1.39,3.33,underdog
UFC Fight Night - Edgar vs. Swanson,Frankie Edgar,Cub Swanson,1.47,3.03,favourite
UFC Fight Night - Edgar vs. Swanson,Edson Barboza,Bobby Green,1.96,2.04,favourite
UFC Fight Night - Edgar vs. Swanson,Brad Pickett,Chico Camus,1.52,3.03,underdog
UFC Fight Night - Edgar vs. Swanson,Jared Rosholt,Aleksei Oleinik,1.47,3.03,underdog
UFC Fight Night - Edgar vs. Swanson,Joseph Benavidez,Dustin Ortiz,1.27,4.35,favourite
UFC Fight Night - Edgar vs. Swanson,Matt Wiman,Isaac Vallie-Flagg,1.54,2.78,favourite
UFC Fight Night - Edgar vs. Swanson,Ruslan Magomedov,Josh Copeland,1.49,2.94,favourite
UFC Fight Night - Edgar vs. Swanson,Luke Barnatt,Roger Narvaez,1.33,3.57,underdog
UFC Fight Night - Edgar vs. Swanson,James Vick,Nick Hein,1.49,2.78,favourite
UFC Fight Night - Edgar vs. Swanson,Yves Edwards,Akbarh Arreola,1.54,2.78,underdog
UFC Fight Night - Edgar vs. Swanson,Paige VanZant,Kailin Curran,1.69,2.38,favourite
UFC Fight Night - Edgar vs. Swanson,Doo Ho Choi,Juan Manuel Puig,1.3,3.85,favourite
UFC 181 - Hendricks vs. Lawler 2,Johny Hendricks,Robbie Lawler,1.49,2.94,underdog
UFC 181 - Hendricks vs. Lawler 2,Anthony Pettis,Gilbert Melendez,1.41,3.13,favourite
UFC 181 - Hendricks vs. Lawler 2,Travis Browne,Brendan Schaub,1.32,3.85,favourite
UFC 181 - Hendricks vs. Lawler 2,Todd Duffee,Anthony Hamilton,1.33,3.7,favourite
UFC 181 - Hendricks vs. Lawler 2,Tony Ferguson,Abel Trujillo,1.43,3.13,favourite
UFC 181 - Hendricks vs. Lawler 2,Urijah Faber,Francisco Rivera,1.23,5.0,favourite
UFC 181 - Hendricks vs. Lawler 2,Eddie Gordon,Josh Samman,1.64,2.44,underdog
UFC 181 - Hendricks vs. Lawler 2,Corey Anderson,Justin Jones,1.32,3.85,favourite
UFC 181 - Hendricks vs. Lawler 2,Ashlee Evans-Smith,Raquel Pennington,1.54,2.7,underdog
UFC 181 - Hendricks vs. Lawler 2,Sergio Pettis,Matt Hobar,1.33,3.7,favourite
UFC 181 - Hendricks vs. Lawler 2,Alex White,Clay Collard,1.75,2.22,underdog
UFC - The Ultimate Fighter 20 Finale,Rose Namajunas,Carla Esparza,1.56,2.63,underdog
UFC - The Ultimate Fighter 20 Finale,Jeremy Stephens,Charles Oliveira,1.89,2.33,underdog
UFC - The Ultimate Fighter 20 Finale,Daron Cruickshank,K.J. Noons,1.61,2.56,nan
UFC - The Ultimate Fighter 20 Finale,Yancy Medeiros,Joe Proctor,1.43,3.23,favourite
UFC - The Ultimate Fighter 20 Finale,Randa Markos,Jessica Penne,1.92,2.0,underdog
UFC - The Ultimate Fighter 20 Finale,Felice Herrig,Lisa Ellis,1.28,4.17,favourite
UFC - The Ultimate Fighter 20 Finale,Bec Rawlings,Heather Clark,1.56,2.63,underdog
UFC - The Ultimate Fighter 20 Finale,Joanne Wood,Seo Hee Ham,1.2,5.88,favourite
UFC - The Ultimate Fighter 20 Finale,Tecia Torres,Angela Magana,1.18,5.88,favourite
UFC - The Ultimate Fighter 20 Finale,Aisling Daly,Alex Chambers,1.49,2.94,favourite
UFC - The Ultimate Fighter 20 Finale,Angela Hill,Emily Kagan,1.64,2.5,favourite
UFC on Fox 13 - Dos Santos vs. Miocic,Junior dos Santos,Stipe Miocic,1.28,4.55,favourite
UFC on Fox 13 - Dos Santos vs. Miocic,Rafael dos Anjos,Nate Diaz,1.41,3.57,favourite
UFC on Fox 13 - Dos Santos vs. Miocic,Alistair Overeem,Stefan Struve,1.47,3.23,favourite
UFC on Fox 13 - Dos Santos vs. Miocic,Matt Mitrione,Gabriel Gonzaga,1.79,2.22,favourite
UFC on Fox 13 - Dos Santos vs. Miocic,Claudia Gadelha,Joanna Jedrzejczyk,1.43,3.23,underdog
UFC on Fox 13 - Dos Santos vs. Miocic,John Moraga,Willie Gates,1.23,5.56,favourite
UFC on Fox 13 - Dos Santos vs. Miocic,Ben Saunders,Joe Riggs,1.43,3.23,favourite
UFC on Fox 13 - Dos Santos vs. Miocic,Jamie Varner,Drew Dober,1.28,4.35,underdog
UFC on Fox 13 - Dos Santos vs. Miocic,Joe Ellenberger,Bryan Barberena,1.47,3.13,underdog
UFC on Fox 13 - Dos Santos vs. Miocic,David Michaud,Garett Whiteley,1.47,2.94,favourite
UFC on Fox 13 - Dos Santos vs. Miocic,Henry Cejudo,Dustin Kimura,1.45,3.23,favourite
UFC on Fox 13 - Dos Santos vs. Miocic,Anthony Birchak,Ian Entwistle,1.47,3.03,underdog
UFC Fight Night - Machida vs. Dollaway,Lyoto Machida,C.B. Dollaway,1.18,5.88,favourite
UFC Fight Night - Machida vs. Dollaway,Renan Barao,Mitch Gagnon,1.14,7.14,favourite
UFC Fight Night - Machida vs. Dollaway,Patrick Cummins,Antonio Carlos Junior,1.64,2.56,favourite
UFC Fight Night - Machida vs. Dollaway,Rashid Magomedov,Elias Silverio,1.64,2.44,favourite
UFC Fight Night - Machida vs. Dollaway,Erick Silva,Mike Rhodes,1.28,4.35,favourite
UFC Fight Night - Machida vs. Dollaway,Daniel Sarafian,Antonio Dos Santos Jr.,1.67,2.38,favourite
UFC Fight Night - Machida vs. Dollaway,Marcos Rogerio de Lima,Igor Pokrajac,1.33,4.0,favourite
UFC Fight Night - Machida vs. Dollaway,Tom Niinimaki,Renato Moicano,1.92,2.04,underdog
UFC Fight Night - Machida vs. Dollaway,Hacran Dias,Darren Elkins,1.54,2.78,favourite
UFC Fight Night - Machida vs. Dollaway,Yuta Sasaki,Leandro Issa,1.22,5.0,underdog
UFC Fight Night - Machida vs. Dollaway,Tim Means,Marcio Alexandre Jr.,1.47,3.03,favourite
UFC Fight Night - Machida vs. Dollaway,Jake Collier,Vitor Miranda,1.59,2.56,underdog
UFC 182 - Jones vs. Cormier,Jon Jones,Daniel Cormier,1.64,2.5,favourite
UFC 182 - Jones vs. Cormier,Donald Cerrone,Myles Jury,1.54,2.7,favourite
UFC 182 - Jones vs. Cormier,Nate Marquardt,Brad Tavares,1.79,2.22,underdog
UFC 182 - Jones vs. Cormier,Kyoji Horiguchi,Louis Gaudinot,1.16,6.67,favourite
UFC 182 - Jones vs. Cormier,Hector Lombard,Josh Burkman,1.15,7.14,favourite
UFC 182 - Jones vs. Cormier,Danny Castillo,Paul Felder,1.47,2.94,underdog
UFC 182 - Jones vs. Cormier,Marcus Brimage,Cody Garbrandt,1.56,2.7,underdog
UFC 182 - Jones vs. Cormier,Shawn Jordan,Jared Cannonier,1.47,3.03,favourite
UFC 182 - Jones vs. Cormier,Evan Dunham,Rodrigo Damm,1.22,5.56,favourite
UFC 182 - Jones vs. Cormier,Omari Akhmedov,Mats Nilsson,1.64,2.5,favourite
UFC 182 - Jones vs. Cormier,Alexis Dufresne,Marion Reneau,1.56,2.7,underdog
UFC Fight Night - McGregor vs. Siver,Conor McGregor,Dennis Siver,1.11,10.0,favourite
UFC Fight Night - McGregor vs. Siver,Benson Henderson,Donald Cerrone,1.79,2.22,underdog
UFC Fight Night - McGregor vs. Siver,Urijah Hall,Ron Stallings,1.14,8.33,favourite
UFC Fight Night - McGregor vs. Siver,Gleison Tibau,Norman Parke,1.72,2.27,favourite
UFC Fight Night - McGregor vs. Siver,Sean Spencer,Cathal Pendred,1.67,2.38,underdog
UFC Fight Night - McGregor vs. Siver,Lorenz Larkin,John Howard,1.67,2.38,favourite
UFC Fight Night - McGregor vs. Siver,Chris Wade,Zhang Lipeng,1.22,5.56,favourite
UFC Fight Night - McGregor vs. Siver,Patrick Holohan,Shane Howell,1.39,3.57,favourite
UFC Fight Night - McGregor vs. Siver,Johnny Case,Frankie Perez,inf,inf,favourite
UFC Fight Night - McGregor vs. Siver,Charles Rosa,Sean Soriano,1.75,2.22,favourite
UFC Fight Night - McGregor vs. Siver,Sean O'Connell,Matt Van Buren,1.56,2.78,favourite
UFC Fight Night - McGregor vs. Siver,Joby Sanchez,Tateki Matsuda,1.64,2.56,favourite
UFC on Fox 14 - Gustafsson vs. Johnson,Alexander Gustafsson,Anthony Johnson,1.35,3.7,underdog
UFC on Fox 14 - Gustafsson vs. Johnson,Gegard Mousasi,Dan Henderson,1.2,5.56,favourite
UFC on Fox 14 - Gustafsson vs. Johnson,Phil Davis,Ryan Bader,1.49,3.03,underdog
UFC on Fox 14 - Gustafsson vs. Johnson,Akira Corassani,Sam Sicilia,1.89,2.08,underdog
UFC on Fox 14 - Gustafsson vs. Johnson,Albert Tumenov,Nico Musoke,1.75,2.33,favourite
UFC on Fox 14 - Gustafsson vs. Johnson,Sultan Aliev,Kenny Robertson,1.61,2.63,underdog
UFC on Fox 14 - Gustafsson vs. Johnson,Andy Ogle,Makwan Amirkhani,1.69,2.44,underdog
UFC on Fox 14 - Gustafsson vs. Johnson,Nikita Krylov,Stanislav Nedkov,1.82,2.13,favourite
UFC on Fox 14 - Gustafsson vs. Johnson,Mairbek Taisumov,Anthony Christodoulou,1.12,8.33,favourite
UFC on Fox 14 - Gustafsson vs. Johnson,Mirsad Bektic,Paul Redmond,1.15,6.67,favourite
UFC on Fox 14 - Gustafsson vs. Johnson,Konstantin Erokhin,Viktor Pesta,1.27,4.35,underdog
UFC on Fox 14 - Gustafsson vs. Johnson,Chris Beal,Neil Seery,1.54,2.78,underdog
UFC 183 - Silva vs. Diaz,Anderson Silva,Nick Diaz,1.2,5.26,favourite
UFC 183 - Silva vs. Diaz,Kelvin Gastelum,Tyron Woodley,2.0,2.33,underdog
UFC 183 - Silva vs. Diaz,Al Iaquinta,Joe Lauzon,1.56,2.78,favourite
UFC 183 - Silva vs. Diaz,Thales Leites,Tim Boetsch,1.23,5.0,favourite
UFC 183 - Silva vs. Diaz,Jordan Mein,Thiago Alves,1.75,2.27,underdog
UFC 183 - Silva vs. Diaz,Sara McMann,Miesha Tate,1.64,2.7,underdog
UFC 183 - Silva vs. Diaz,Derek Brunson,Ed Herman,1.18,5.88,favourite
UFC 183 - Silva vs. Diaz,Ian McCall,John Lineker,1.43,3.13,underdog
UFC 183 - Silva vs. Diaz,Rafael Natal,Tom Watson,1.72,2.44,favourite
UFC 183 - Silva vs. Diaz,Ildemar Alcantara,Richardson Moreira,1.61,2.56,favourite
UFC 183 - Silva vs. Diaz,Thiago Santos,Andy Enz,1.59,2.7,favourite
UFC Fight Night - Henderson vs Thatch,Brandon Thatch,Benson Henderson,1.79,2.38,underdog
UFC Fight Night - Henderson vs Thatch,Max Holloway,Cole Miller,1.27,4.76,favourite
UFC Fight Night - Henderson vs Thatch,Neil Magny,Kiichi Kunimoto,1.18,5.88,favourite
UFC Fight Night - Henderson vs Thatch,Patrick Walsh,Daniel Kelly,1.64,2.63,underdog
UFC Fight Night - Henderson vs Thatch,Kevin Lee,Michel Prazeres,1.69,2.33,favourite
UFC Fight Night - Henderson vs Thatch,Ray Borg,Chris Kelades,1.14,7.69,favourite
UFC Fight Night - Henderson vs Thatch,Rodrigo Lima,Efrain Escudero,1.82,2.13,underdog
UFC Fight Night - Henderson vs Thatch,Chas Skelly,Jim Alers,1.47,3.03,favourite
UFC Fight Night - Henderson vs Thatch,Zach Makovsky,Tim Elliott,1.96,2.0,favourite
UFC Fight Night - Henderson vs Thatch,James Moontasri,Cody Pfister,1.47,3.03,favourite
UFC Fight Night - Mir vs. Bigfoot,Antonio Silva,Frank Mir,1.45,3.45,underdog
UFC Fight Night - Mir vs. Bigfoot,Edson Barboza,Michael Johnson,1.59,2.63,underdog
UFC Fight Night - Mir vs. Bigfoot,Cezar Ferreira,Sam Alvey,1.32,4.17,underdog
UFC Fight Night - Mir vs. Bigfoot,Rustam Khabilov,Adriano Martins,1.2,5.56,underdog
UFC Fight Night - Mir vs. Bigfoot,Yuri Alcantara,Frankie Saenz,1.14,7.69,underdog
UFC Fight Night - Mir vs. Bigfoot,Sean Strickland,Santiago Ponzinibbio,1.54,2.86,underdog
UFC Fight Night - Mir vs. Bigfoot,Jessica Andrade,Marion Reneau,1.41,3.33,underdog
UFC Fight Night - Mir vs. Bigfoot,William Macario,Matt Dwyer,1.27,4.35,underdog
UFC Fight Night - Mir vs. Bigfoot,Tiago Trator,Mike de la Torre,1.47,3.03,underdog
UFC Fight Night - Mir vs. Bigfoot,Cody Gibson,Douglas Silva de Andrade,1.43,3.23,underdog
UFC Fight Night - Mir vs. Bigfoot,Ivan Jorge,Josh Shockley,1.45,3.13,favourite
UFC 184 - Rousey vs. Zingano,Ronda Rousey,Cat Zingano,1.18,7.14,favourite
UFC 184 - Rousey vs. Zingano,Holly Holm,Raquel Pennington,1.16,6.25,favourite
UFC 184 - Rousey vs. Zingano,Jake Ellenberger,Josh Koscheck,1.52,2.78,favourite
UFC 184 - Rousey vs. Zingano,Alan Jouban,Richard Walsh,1.33,3.85,favourite
UFC 184 - Rousey vs. Zingano,Tony Ferguson,Gleison Tibau,1.43,3.23,favourite
UFC 184 - Rousey vs. Zingano,Mark Munoz,Roan Carneiro,1.39,3.45,underdog
UFC 184 - Rousey vs. Zingano,Norifumi Yamamoto,Roman Salazar,1.59,2.7,nan
UFC 184 - Rousey vs. Zingano,Tim Means,Dhiego Lima,1.72,2.33,favourite
UFC 184 - Rousey vs. Zingano,Derrick Lewis,Ruan Potts,1.19,5.56,favourite
UFC 184 - Rousey vs. Zingano,James Krause,Valmir Lazaro,1.59,2.63,underdog
UFC 184 - Rousey vs. Zingano,Masio Fullen,Alexander Torres,1.67,2.38,favourite
UFC 185 - Pettis vs. Dos Anjos,Anthony Pettis,Rafael dos Anjos,1.27,4.9,underdog
UFC 185 - Pettis vs. Dos Anjos,Carla Esparza,Joanna Jedrzejczyk,1.63,2.48,underdog
UFC 185 - Pettis vs. Dos Anjos,Johny Hendricks,Matt Brown,1.3,4.26,favourite
UFC 185 - Pettis vs. Dos Anjos,Alistair Overeem,Roy Nelson,1.54,2.8,favourite
UFC 185 - Pettis vs. Dos Anjos,Henry Cejudo,Chris Cariaso,1.2,6.02,favourite
UFC 185 - Pettis vs. Dos Anjos,Ross Pearson,Sam Stout,1.3,4.26,favourite
UFC 185 - Pettis vs. Dos Anjos,Elias Theodorou,Roger Narvaez,1.31,3.94,favourite
UFC 185 - Pettis vs. Dos Anjos,Daron Cruickshank,Beneil Dariush,1.73,2.37,underdog
UFC 185 - Pettis vs. Dos Anjos,Jared Rosholt,Josh Copeland,1.36,3.73,favourite
UFC 185 - Pettis vs. Dos Anjos,Sergio Pettis,Ryan Benoit,1.22,5.35,underdog
UFC 185 - Pettis vs. Dos Anjos,Joseph Duffy,Jake Lindsey,1.22,5.62,favourite
UFC 185 - Pettis vs. Dos Anjos,Larissa Pacheco,Germaine de Randamie,1.71,2.4,underdog
UFC Fight Night - Maia vs. LaFlare,Ryan LaFlare,Demian Maia,1.79,2.22,underdog
UFC Fight Night - Maia vs. LaFlare,Erick Silva,Josh Koscheck,1.23,5.26,favourite
UFC Fight Night - Maia vs. LaFlare,Tony Martin,Leonardo Santos,1.79,2.27,underdog
UFC Fight Night - Maia vs. LaFlare,Amanda Nunes,Shayna Baszler,1.23,5.0,favourite
UFC Fight Night - Maia vs. LaFlare,Gilbert Burns,Alex Oliveira,1.18,6.25,favourite
UFC Fight Night - Maia vs. LaFlare,Andre Fili,Godofredo Pepey,1.33,3.7,underdog
UFC Fight Night - Maia vs. LaFlare,Francisco Trinaldo,Akbarh Arreola,1.52,2.86,favourite
UFC Fight Night - Maia vs. LaFlare,Edmilson Souza,Katsunori Kikuno,1.43,3.23,favourite
UFC Fight Night - Maia vs. LaFlare,Leandro Silva,Drew Dober,1.69,2.33,favourite
UFC Fight Night - Maia vs. LaFlare,Leonardo Mafra,Cain Carrizosa,1.64,2.5,favourite
