event_date,weight_class,fighter1,fighter2,outcome
2023-02-04,Bantamweight,Rinya Nakamura,Toshiomi Kazama,fighter1
2023-02-04,Flyweight,HyunSung Park,SeungGuk Choi,fighter1
2023-02-04,Middleweight,JunYong Park,Denis Tiuliulin,fighter1
2023-02-04,Flyweight,Tatsuro Taira,Jesus Aguilar,fighter1
2023-01-21,Light Heavyweight,Jamahal Hill,Glover Teixeira,fighter1
2023-01-21,Flyweight,Brandon Moreno,Deiveson Figueiredo,fighter1
2023-01-21,Welterweight,Gilbert Burns,Neil Magny,fighter1
2023-01-21,Women's Flyweight,Jessica Andrade,Lauren Murphy,fighter1
2023-01-21,Light Heavyweight,Johnny Walker,Paul Craig,fighter1
2023-01-21,Light Heavyweight,Ihor Potieria,Mauricio Rua,fighter1
2023-01-21,Middleweight,Brunno Ferreira,Gregory Rodrigues,fighter1
2023-01-21,Lightweight,Thiago Moises,Melquizael Costa,fighter1
2023-01-21,Welterweight,Gabriel Bonfim,Mounir Lazzez,fighter1
2023-01-21,Heavyweight,Jailton Almeida,Shamil Abdurakhimov,fighter1
2023-01-21,Bantamweight,Cody Stamann,Luan Lacerda,fighter1
2023-01-21,Lightweight,Ismael Bonfim,Terrance McKinney,fighter1
2023-01-21,Welterweight,Nicolas Dalby,Warlley Alves,fighter1
2023-01-21,Women's Featherweight,Josiane Nunes,Zarah Fairn,fighter1
2023-01-21,Bantamweight,Daniel Marcos,Saimon Oliveira,fighter1
2023-01-14,Light Heavyweight,Sean Strickland,Nassourdine Imavov,fighter1
2023-01-14,Featherweight,Dan Ige,Damon Jackson,fighter1
2023-01-14,Middleweight,Roman Kopylov,Punahele Soriano,fighter1
2023-01-14,Women's Bantamweight,Raquel Pennington,Ketlen Vieira,fighter1
2023-01-14,Bantamweight,Umar Nurmagomedov,Raoni Barcelos,fighter1
2023-01-14,Bantamweight,Javid Basharat,Mateus Mendonca,fighter1
2023-01-14,Middleweight,Abdul Razak Alhassan,Claudio Ribeiro,fighter1
2023-01-14,Lightweight,Mateusz Rebecki,Nick Fiore,fighter1
2023-01-14,Flyweight,Allan Nascimento,Carlos Hernandez,fighter1
2023-01-14,Featherweight,Dan Argueta,Nick Aguirre,fighter1
2023-01-14,Flyweight,Charles Johnson,Jimmy Flick,fighter1
2022-12-17,Middleweight,Jared Cannonier,Sean Strickland,fighter1
2022-12-17,Lightweight,Arman Tsarukyan,Damir Ismagulov,fighter1
2022-12-17,Flyweight,Amir Albazi,Alessandro Costa,fighter1
2022-12-17,Featherweight,Alex Caceres,Julian Erosa,fighter1
2022-12-17,Lightweight,Drew Dober,Bobby Green,fighter1
2022-12-17,Middleweight,Michal Oleksiejczuk,Cody Brundage,fighter1
2022-12-17,Women's Strawweight,Cory McKenna,Cheyanne Vlismas,fighter1
2022-12-17,Welterweight,Matthew Semelsberger,Jake Matthews,fighter1
2022-12-17,Bantamweight,Said Nurmagomedov,Saidyokub Kakhramonov,fighter1
2022-12-17,Lightweight,Rafa Garcia, Maheshate,fighter1
2022-12-17,Welterweight,Rinat Fakhretdinov,Bryan Battle,fighter1
2022-12-17,Flyweight,Manel Kape,David Dvorak,fighter1
2022-12-17,Bantamweight,Sergey Morozov,Journey Newson,fighter1
2022-12-10,Light Heavyweight,Jan Blachowicz,Magomed Ankalaev,Draw
2022-12-10,Lightweight,Paddy Pimblett,Jared Gordon,fighter1
2022-12-10,Catch Weight,Santiago Ponzinibbio,Alex Morono,fighter1
2022-12-10,Middleweight,Dricus Du Plessis,Darren Till,fighter1
2022-12-10,Featherweight,Ilia Topuria,Bryce Mitchell,fighter1
2022-12-10,Bantamweight,Raul Rosas Jr.,Jay Perrin,fighter1
2022-12-10,Heavyweight,Jairzinho Rozenstruik,Chris Daukaus,fighter1
2022-12-10,Middleweight,Edmen Shahbazyan,Dalcha Lungiambula,fighter1
2022-12-10,Middleweight,Chris Curtis,Joaquin Buckley,fighter1
2022-12-10,Featherweight,Billy Quarantillo,Alexander Hernandez,fighter1
2022-12-10,Featherweight,TJ Brown,Erik Silva,fighter1
2022-12-10,Bantamweight,Cameron Saaiman,Steven Koslow,fighter1
2022-12-03,Welterweight,Stephen Thompson,Kevin Holland,fighter1
2022-12-03,Welterweight,Rafael Dos Anjos,Bryan Barberena,fighter1
2022-12-03,Flyweight,Matheus Nicolau,Matt Schnell,fighter1
2022-12-03,Heavyweight,Sergei Pavlovich,Tai Tuivasa,fighter1
2022-12-03,Middleweight,Roman Dolidze,Jack Hermansson,fighter1
2022-12-03,Middleweight,Eryk Anders,Kyle Daukaus,fighter1
2022-12-03,Welterweight,Phil Rowe,Niko Price,fighter1
2022-12-03,Women's Strawweight,Angela Hill,Emily Ducote,fighter1
2022-12-03,Lightweight,Clay Guida,Scott Holtzman,fighter1
2022-12-03,Lightweight,Michael Johnson,Marc Diakiese,fighter1
2022-12-03,Featherweight,Jonathan Pearce,Darren Elkins,fighter1
2022-12-03,Lightweight,Natan Levy,Genaro Valdez,fighter1
2022-12-03,Featherweight,Francis Marshall,Marcelo Rojo,fighter1
2022-12-03,Women's Strawweight,Yazmin Jauregui,Istela Nunes,fighter1
2022-11-19,Light Heavyweight,Kennedy Nzechukwu,Ion Cutelaba,fighter1
2022-11-19,Heavyweight,Waldo Cortes-Acosta,Chase Sherman,fighter1
2022-11-19,Welterweight,Muslim Salikhov,Andre Fialho,fighter1
2022-11-19,Welterweight,Jack Della Maddalena,Danny Roberts,fighter1
2022-11-19,Flyweight,Charles Johnson,Zhalgas Zhumagulov,fighter1
2022-11-19,Women's Flyweight,Jennifer Maia,Maryna Moroz,fighter1
2022-11-19,Bantamweight,Miles Johns,Vince Morales,fighter1
2022-11-19,Bantamweight,Ricky Turcios,Kevin Natividad,fighter1
2022-11-19,Women's Strawweight,Vanessa Demopoulos,Maria Oliveira,fighter1
2022-11-19,Bantamweight,Brady Hiestand,Fernie Garcia,fighter1
2022-11-19,Women's Flyweight,Natalia Silva,Tereza Bleda,fighter1
2022-11-12,Middleweight,Alex Pereira,Israel Adesanya,fighter1
2022-11-12,Women's Strawweight,Zhang Weili,Carla Esparza,fighter1
2022-11-12,Lightweight,Dustin Poirier,Michael Chandler,fighter1
2022-11-12,Bantamweight,Chris Gutierrez,Frankie Edgar,fighter1
2022-11-12,Lightweight,Dan Hooker,Claudio Puelles,fighter1
2022-11-12,Lightweight,Renato Moicano,Brad Riddell,fighter1
2022-11-12,Light Heavyweight,Ryan Spann,Dominick Reyes,fighter1
2022-11-12,Women's Flyweight,Erin Blanchfield,Molly McCann,fighter1
2022-11-12,Middleweight,Andre Petroski,Wellington Turman,fighter1
2022-11-12,Lightweight,Matt Frevola,Ottman Azaitar,fighter1
2022-11-12,Women's Strawweight,Karolina Kowalkiewicz,Silvana Gomez Juarez,fighter1
2022-11-12,Featherweight,Michael Trizano,SeungWoo Choi,fighter1
2022-11-12,Bantamweight,Montel Jackson,Julio Arce,fighter1
2022-11-12,Light Heavyweight,Carlos Ulberg,Nicolae Negumereanu,fighter1
2022-11-05,Women's Strawweight,Amanda Lemos,Marina Rodriguez,fighter1
2022-11-05,Welterweight,Neil Magny,Daniel Rodriguez,fighter1
2022-11-05,Featherweight,Shayilan Nuerdanbieke,Darrick Minner,fighter1
2022-11-05,Flyweight,Tagir Ulanbekov,Nate Maness,fighter1
2022-11-05,Lightweight,Grant Dawson,Mark Madsen,fighter1
2022-11-05,Women's Flyweight,Miranda Maverick,Shanna Young,fighter1
2022-11-05,Bantamweight,Mario Bautista,Benito Lopez,fighter1
2022-11-05,Women's Strawweight,Polyana Viana,Jinh Yu Frey,fighter1
2022-11-05,Bantamweight,Johnny Munoz,Liudvik Sholinian,fighter1
2022-11-05,Flyweight,Jake Hadley,Carlos Candelario,fighter1
2022-11-05,Women's Bantamweight,Tamires Vidal,Ramona Pascual,fighter1
2022-10-29,Featherweight,Arnold Allen,Calvin Kattar,fighter1
2022-10-29,Welterweight,Max Griffin,Tim Means,fighter1
2022-10-29,Heavyweight,Waldo Cortes-Acosta,Jared Vanderaa,fighter1
2022-10-29,Middleweight,Tresean Gore,Josh Fremd,fighter1
2022-10-29,Light Heavyweight,Khalil Rountree Jr.,Dustin Jacoby,fighter1
2022-10-29,Middleweight,Roman Dolidze,Phil Hawes,fighter1
2022-10-29,Heavyweight,Marcos Rogerio de Lima,Andrei Arlovski,fighter1
2022-10-29,Middleweight,JunYong Park,Joseph Holmes,fighter1
2022-10-29,Featherweight,Steve Garcia,Chase Hooper,fighter1
2022-10-29,Flyweight,Cody Durden,Carlos Mota,fighter1
2022-10-29,Bantamweight,Christian Rodriguez,Joshua Weems,fighter1
2022-10-22,Lightweight,Islam Makhachev,Charles Oliveira,fighter1
2022-10-22,Bantamweight,Aljamain Sterling,TJ Dillashaw,fighter1
2022-10-22,Bantamweight,Sean O'Malley,Petr Yan,fighter1
2022-10-22,Lightweight,Beneil Dariush,Mateusz Gamrot,fighter1
2022-10-22,Women's Flyweight,Manon Fiorot,Katlyn Chookagian,fighter1
2022-10-22,Welterweight,Belal Muhammad,Sean Brady,fighter1
2022-10-22,Middleweight,Caio Borralho,Makhmud Muradov,fighter1
2022-10-22,Light Heavyweight,Nikita Krylov,Volkan Oezdemir,fighter1
2022-10-22,Welterweight,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,fighter1
2022-10-22,Middleweight,Armen Petrosyan,AJ Dobson,fighter1
2022-10-22,Flyweight,Muhammad Mokaev,Malcolm Gordon,fighter1
2022-10-22,Women's Bantamweight,Karol Rosa,Lina Lansberg,fighter1
2022-10-15,Women's Flyweight,Alexa Grasso,Viviane Araujo,fighter1
2022-10-15,Bantamweight,Jonathan Martinez,Cub Swanson,fighter1
2022-10-15,Middleweight,Dusko Todorovic,Jordan Wright,fighter1
2022-10-15,Bantamweight,Raphael Assuncao,Victor Henry,fighter1
2022-10-15,Light Heavyweight,Alonzo Menifield,Misha Cirkunov,fighter1
2022-10-15,Bantamweight,Mana Martinez,Brandon Davis,fighter1
2022-10-15,Middleweight,Jacob Malkoun,Nick Maximov,fighter1
2022-10-15,Featherweight,Joanderson Brito,Lucas Alexander,fighter1
2022-10-15,Women's Strawweight,Piera Rodriguez,Sam Hughes,fighter1
2022-10-15,Flyweight,Tatsuro Taira,CJ Vergara,fighter1
2022-10-15,Welterweight,Pete Rodriguez,Mike Jackson,fighter1
2022-10-01,Women's Strawweight,Yan Xiaonan,Mackenzie Dern,fighter1
2022-10-01,Welterweight,Randy Brown,Francisco Trinaldo,fighter1
2022-10-01,Bantamweight,Raoni Barcelos,Trevin Jones,fighter1
2022-10-01,Featherweight,Sodiq Yusuff,Don Shainis,fighter1
2022-10-01,Lightweight,Mike Davis,Viacheslav Borshchev,fighter1
2022-10-01,Catch Weight,Daniel Santos,John Castaneda,fighter1
2022-10-01,Heavyweight,Ilir Latifi,Aleksei Oleinik,fighter1
2022-10-01,Lightweight,Joaquim Silva,Jesse Ronson,fighter1
2022-10-01,Middleweight,Brendan Allen,Krzysztof Jotko,fighter1
2022-10-01,Catch Weight,Chelsea Chandler,Julija Stoliarenko,fighter1
2022-10-01,Bantamweight,Guido Cannetti,Randy Costa,fighter1
2022-09-17,Bantamweight,Cory Sandhagen,Song Yadong,fighter1
2022-09-17,Middleweight,Gregory Rodrigues,Chidi Njokuani,fighter1
2022-09-17,Featherweight,Andre Fili,Bill Algeo,fighter1
2022-09-17,Middleweight,Joe Pyfer,Alen Amedovski,fighter1
2022-09-17,Heavyweight,Rodrigo Nascimento,Tanner Boser,fighter1
2022-09-17,Middleweight,Anthony Hernandez,Marc-Andre Barriault,fighter1
2022-09-17,Featherweight,Damon Jackson,Pat Sabatini,fighter1
2022-09-17,Welterweight,Trevin Giles,Louis Cosce,fighter1
2022-09-17,Women's Strawweight,Loma Lookboonmee,Denise Gomes,fighter1
2022-09-17,Lightweight,Trey Ogden,Daniel Zellhuber,fighter1
2022-09-17,Women's Flyweight,Gillian Robertson,Mariya Agapova,fighter1
2022-09-17,Bantamweight,Javid Basharat,Tony Gravely,fighter1
2022-09-17,Lightweight,Nikolas Motta,Cameron VanCamp,fighter1
2022-09-10,Welterweight,Nate Diaz,Tony Ferguson,fighter1
2022-09-10,Catch Weight,Khamzat Chimaev,Kevin Holland,fighter1
2022-09-10,Catch Weight,Daniel Rodriguez,Li Jingliang,fighter1
2022-09-10,Catch Weight,Irene Aldana,Macy Chiasson,fighter1
2022-09-10,Light Heavyweight,Johnny Walker,Ion Cutelaba,fighter1
2022-09-10,Featherweight,Julian Erosa,Hakeem Dawodu,fighter1
2022-09-10,Catch Weight,Jailton Almeida,Anton Turkalj,fighter1
2022-09-10,Middleweight,Denis Tiuliulin,Jamie Pickett,fighter1
2022-09-10,Heavyweight,Chris Barnett,Jake Collier,fighter1
2022-09-10,Women's Featherweight,Norma Dumont,Danyelle Wolf,fighter1
2022-09-10,Bantamweight,Alatengheili,Chad Anheliger,fighter1
2022-09-10,Women's Strawweight,Elise Reed,Melissa Martinez,fighter1
2022-09-10,Welterweight,Yohan Lainesse,Darian Weeks,fighter1
2022-09-03,Heavyweight,Ciryl Gane,Tai Tuivasa,fighter1
2022-09-03,Middleweight,Robert Whittaker,Marvin Vettori,fighter1
2022-09-03,Middleweight,Nassourdine Imavov,Joaquin Buckley,fighter1
2022-09-03,Middleweight,Roman Kopylov,Alessio Di Chirico,fighter1
2022-09-03,Featherweight,William Gomis,Jarno Errens,fighter1
2022-09-03,Featherweight,Nathaniel Wood,Charles Jourdain,fighter1
2022-09-03,Middleweight,Abus Magomedov,Dustin Stoltzfus,fighter1
2022-09-03,Lightweight,Nasrat Haqparast,John Makdessi,fighter1
2022-09-03,Lightweight,Fares Ziam,Michal Figlak,fighter1
2022-09-03,Lightweight,Benoit Saint Denis,Gabriel Miranda,fighter1
2022-09-03,Bantamweight,Cristian Quinonez,Khalid Taha,fighter1
2022-09-03,Women's Featherweight,Stephanie Egger,Ailin Perez,fighter1
2022-08-20,Welterweight,Leon Edwards,Kamaru Usman,fighter1
2022-08-20,Middleweight,Paulo Costa,Luke Rockhold,fighter1
2022-08-20,Bantamweight,Merab Dvalishvili,Jose Aldo,fighter1
2022-08-20,Women's Bantamweight,Lucie Pudilova,Wu Yanan,fighter1
2022-08-20,Light Heavyweight,Tyson Pedro,Harry Hunsucker,fighter1
2022-08-20,Heavyweight,Marcin Tybura,Alexandr Romanov,fighter1
2022-08-20,Lightweight,Jared Gordon,Leonardo Santos,fighter1
2022-08-20,Featherweight,Sean Woodson,Luis Saldana,Draw
2022-08-20,Welterweight,Ange Loosa,AJ Fletcher,fighter1
2022-08-20,Flyweight,Amir Albazi,Francisco Figueiredo,fighter1
2022-08-20,Bantamweight,Aoriqileng,Jay Perrin,fighter1
2022-08-20,Flyweight,Victor Altamirano,Daniel Lacerda,fighter1
2022-08-13,Bantamweight,Marlon Vera,Dominick Cruz,fighter1
2022-08-13,Featherweight,Nate Landwehr,David Onama,fighter1
2022-08-13,Women's Strawweight,Yazmin Jauregui,Iasmin Lucindo,fighter1
2022-08-13,Light Heavyweight,Azamat Murzakanov,Devin Clark,fighter1
2022-08-13,Women's Bantamweight,Priscila Cachoeira,Ariane Lipski,fighter1
2022-08-13,Middleweight,Gerald Meerschaert,Bruno Silva,fighter1
2022-08-13,Catch Weight,Angela Hill,Loopy Godinez,fighter1
2022-08-13,Heavyweight,Martin Buday,Lukasz Brzeski,fighter1
2022-08-13,Women's Flyweight,Nina Nunes,Cynthia Calvillo,fighter1
2022-08-13,Lightweight,Gabriel Benitez,Charlie Ontiveros,fighter1
2022-08-13,Flyweight,Tyson Nam,Ode Osbourne,fighter1
2022-08-13,Catch Weight,Josh Quinlan,Jason Witt,fighter1
2022-08-13,Bantamweight,Youssef Zalal,Da'Mon Blackshear,Draw
2022-08-06,Light Heavyweight,Jamahal Hill,Thiago Santos,fighter1
2022-08-06,Welterweight,Geoff Neal,Vicente Luque,fighter1
2022-08-06,Heavyweight,Mohammed Usman,Zac Pauga,fighter1
2022-08-06,Women's Flyweight,Juliana Miller,Brogan Walker,fighter1
2022-08-06,Heavyweight,Serghei Spivac,Augusto Sakai,fighter1
2022-08-06,Lightweight,Terrance McKinney,Erick Gonzalez,fighter1
2022-08-06,Middleweight,Michal Oleksiejczuk,Sam Alvey,fighter1
2022-08-06,Welterweight,Bryan Battle,Takashi Sato,fighter1
2022-08-06,Women's Strawweight,Cory McKenna,Miranda Granger,fighter1
2022-08-06,Women's Bantamweight,Mayra Bueno Silva,Stephanie Egger,fighter1
2022-07-30,Women's Bantamweight,Amanda Nunes,Julianna Pena,fighter1
2022-07-30,Flyweight,Brandon Moreno,Kai Kara-France,fighter1
2022-07-30,Heavyweight,Sergei Pavlovich,Derrick Lewis,fighter1
2022-07-30,Flyweight,Alexandre Pantoja,Alex Perez,fighter1
2022-07-30,Light Heavyweight,Magomed Ankalaev,Anthony Smith,fighter1
2022-07-30,Welterweight,Alex Morono,Matthew Semelsberger,fighter1
2022-07-30,Lightweight,Drew Dober,Rafael Alves,fighter1
2022-07-30,Heavyweight,Don'Tale Mayes,Hamdy Abdelwahab,No contest
2022-07-30,Lightweight,Drakkar Klose,Rafa Garcia,fighter1
2022-07-30,Welterweight,Michael Morales,Adam Fugitt,fighter1
2022-07-30,Women's Bantamweight,Joselyne Edwards,Ji Yeon Kim,fighter1
2022-07-30,Light Heavyweight,Nicolae Negumereanu,Ihor Potieria,fighter1
2022-07-30,Welterweight,Orion Cosce,Blood Diamond,fighter1
2022-07-23,Heavyweight,Curtis Blaydes,Tom Aspinall,fighter1
2022-07-23,Middleweight,Jack Hermansson,Chris Curtis,fighter1
2022-07-23,Lightweight,Paddy Pimblett,Jordan Leavitt,fighter1
2022-07-23,Light Heavyweight,Nikita Krylov,Alexander Gustafsson,fighter1
2022-07-23,Women's Flyweight,Molly McCann,Hannah Goldy,fighter1
2022-07-23,Light Heavyweight,Volkan Oezdemir,Paul Craig,fighter1
2022-07-23,Lightweight,Ludovit Klein,Mason Jones,fighter1
2022-07-23,Lightweight,Marc Diakiese,Damir Hadzovic,fighter1
2022-07-23,Featherweight,Nathaniel Wood,Charles Rosa,fighter1
2022-07-23,Featherweight,Jonathan Pearce,Makwan Amirkhani,fighter1
2022-07-23,Flyweight,Muhammad Mokaev,Charles Johnson,fighter1
2022-07-23,Lightweight,Jai Herbert,Kyle Nelson,fighter1
2022-07-23,Women's Flyweight,Victoria Leonardo,Mandy Bohm,fighter1
2022-07-23,Welterweight,Nicolas Dalby,Claudio Silva,fighter1
2022-07-16,Featherweight,Yair Rodriguez,Brian Ortega,fighter1
2022-07-16,Women's Strawweight,Amanda Lemos,Michelle Waterson-Gomez,fighter1
2022-07-16,Welterweight,Li Jingliang,Muslim Salikhov,fighter1
2022-07-16,Flyweight,Matt Schnell, Sumudaerji,fighter1
2022-07-16,Featherweight,Shane Burgos,Charles Jourdain,fighter1
2022-07-16,Women's Flyweight,Lauren Murphy,Miesha Tate,fighter1
2022-07-16,Middleweight,Punahele Soriano,Dalcha Lungiambula,fighter1
2022-07-16,Bantamweight,Ricky Simon,Jack Shore,fighter1
2022-07-16,Featherweight,Bill Algeo,Herbert Burns,fighter1
2022-07-16,Light Heavyweight,Dustin Jacoby,Da Woon Jung,fighter1
2022-07-16,Middleweight,Dustin Stoltzfus,Dwight Grant,fighter1
2022-07-16,Women's Strawweight,Emily Ducote,Jessica Penne,fighter1
2022-07-09,Lightweight,Rafael Fiziev,Rafael Dos Anjos,fighter1
2022-07-09,Middleweight,Caio Borralho,Armen Petrosyan,fighter1
2022-07-09,Bantamweight,Said Nurmagomedov,Douglas Silva de Andrade,fighter1
2022-07-09,Heavyweight,Chase Sherman,Jared Vanderaa,fighter1
2022-07-09,Bantamweight,Aiemann Zahabi,Ricky Turcios,fighter1
2022-07-09,Lightweight,Jamie Mullarkey,Michael Johnson,fighter1
2022-07-09,Middleweight,Cody Brundage,Tresean Gore,fighter1
2022-07-09,Women's Flyweight,Antonina Shevchenko,Cortney Casey,fighter1
2022-07-09,Featherweight,David Onama,Garrett Armfield,fighter1
2022-07-09,Light Heavyweight,Kennedy Nzechukwu,Karl Roberson,fighter1
2022-07-09,Bantamweight,Saidyokub Kakhramonov,Ronnie Lawrence,fighter1
2022-07-02,Middleweight,Israel Adesanya,Jared Cannonier,fighter1
2022-07-02,Featherweight,Alexander Volkanovski,Max Holloway,fighter1
2022-07-02,Middleweight,Alex Pereira,Sean Strickland,fighter1
2022-07-02,Welterweight,Bryan Barberena,Robbie Lawler,fighter1
2022-07-02,Bantamweight,Pedro Munhoz,Sean O'Malley,No contest
2022-07-02,Lightweight,Jalin Turner,Brad Riddell,fighter1
2022-07-02,Welterweight,Jim Miller,Donald Cerrone,fighter1
2022-07-02,Welterweight,Ian Garry,Gabe Green,fighter1
2022-07-02,Middleweight,Dricus Du Plessis,Brad Tavares,fighter1
2022-07-02,Middleweight,Andre Muniz,Uriah Hall,fighter1
2022-07-02,Women's Flyweight,Maycee Barber,Jessica Eye,fighter1
2022-07-02,Women's Bantamweight,Julija Stoliarenko,Jessica-Rose Clark,fighter1
2022-06-25,Lightweight,Mateusz Gamrot,Arman Tsarukyan,fighter1
2022-06-25,Welterweight,Shavkat Rakhmonov,Neil Magny,fighter1
2022-06-25,Heavyweight,Josh Parisian,Alan Baudot,fighter1
2022-06-25,Lightweight,Thiago Moises,Christos Giagos,fighter1
2022-06-25,Bantamweight,Umar Nurmagomedov,Nate Maness,fighter1
2022-06-25,Middleweight,Chris Curtis,Rodolfo Vieira,fighter1
2022-06-25,Light Heavyweight,Carlos Ulberg,Tafon Nchukwi,fighter1
2022-06-25,Featherweight,Shayilan Nuerdanbieke,TJ Brown,fighter1
2022-06-25,Bantamweight,Sergey Morozov,Raulian Paiva,fighter1
2022-06-25,Flyweight,Cody Durden,JP Buys,fighter1
2022-06-25,Bantamweight,Mario Bautista,Brian Kelleher,fighter1
2022-06-25,Women's Strawweight,Vanessa Demopoulos,Jinh Yu Frey,fighter1
2022-06-18,Featherweight,Josh Emmett,Calvin Kattar,fighter1
2022-06-18,Welterweight,Kevin Holland,Tim Means,fighter1
2022-06-18,Middleweight,Joaquin Buckley,Albert Duraev,fighter1
2022-06-18,Lightweight,Damir Ismagulov,Guram Kutateladze,fighter1
2022-06-18,Middleweight,Gregory Rodrigues,Julian Marquez,fighter1
2022-06-18,Bantamweight,Adrian Yanez,Tony Kelley,fighter1
2022-06-18,Women's Flyweight,Natalia Silva,Jasmine Jasudavicius,fighter1
2022-06-18,Welterweight,Jeremiah Wells,Court McGee,fighter1
2022-06-18,Featherweight,Ricardo Ramos,Danny Chavez,fighter1
2022-06-18,Women's Strawweight,Maria Oliveira,Gloria de Paula,fighter1
2022-06-18,Bantamweight,Cody Stamann,Eddie Wineland,fighter1
2022-06-18,Middleweight,Phil Hawes,Deron Winn,fighter1
2022-06-18,Middleweight,Roman Dolidze,Kyle Daukaus,fighter1
2022-06-11,Light Heavyweight,Jiri Prochazka,Glover Teixeira,fighter1
2022-06-11,Women's Flyweight,Valentina Shevchenko,Taila Santos,fighter1
2022-06-11,Women's Strawweight,Zhang Weili,Joanna Jedrzejczyk,fighter1
2022-06-11,Welterweight,Jake Matthews,Andre Fialho,fighter1
2022-06-11,Welterweight,Jack Della Maddalena,Ramazan Emeev,fighter1
2022-06-11,Featherweight,Josh Culibao,SeungWoo Choi,fighter1
2022-06-11,Lightweight,Maheshate,Steve Garcia,fighter1
2022-06-11,Middleweight,Brendan Allen,Jacob Malkoun,fighter1
2022-06-11,Bantamweight,Kyung Ho Kang,Batgerel Danaa,fighter1
2022-06-11,Women's Strawweight,Silvana Gomez Juarez,Liang Na,fighter1
2022-06-11,Women's Featherweight,Joselyne Edwards,Ramona Pascual,fighter1
2022-06-04,Heavyweight,Alexander Volkov,Jairzinho Rozenstruik,fighter1
2022-06-04,Featherweight,Movsar Evloev,Dan Ige,fighter1
2022-06-04,Featherweight,Lucas Almeida,Michael Trizano,fighter1
2022-06-04,Women's Flyweight,Karine Silva,Poliana Botelho,fighter1
2022-06-04,Flyweight,Ode Osbourne,Zarrukh Adashev,fighter1
2022-06-04,Light Heavyweight,Alonzo Menifield,Askar Mozharov,fighter1
2022-06-04,Women's Strawweight,Karolina Kowalkiewicz,Felice Herrig,fighter1
2022-06-04,Lightweight,Joe Solecki,Alex Da Silva,fighter1
2022-06-04,Featherweight,Damon Jackson,Dan Argueta,fighter1
2022-06-04,Lightweight,Benoit Saint Denis,Niklas Stolze,fighter1
2022-06-04,Bantamweight,Tony Gravely,Johnny Munoz,fighter1
2022-06-04,Flyweight,Jeff Molina,Zhalgas Zhumagulov,fighter1
2022-06-04,Welterweight,Rinat Fakhretdinov,Andreas Michailidis,fighter1
2022-06-04,Women's Flyweight,Erin Blanchfield,JJ Aldrich,fighter1
2022-05-21,Women's Bantamweight,Ketlen Vieira,Holly Holm,fighter1
2022-05-21,Welterweight,Michel Pereira,Santiago Ponzinibbio,fighter1
