,event_date,event_name,weight_class,fighter1,fighter2,favourite,underdog,favourite_odds,underdog_odds,outcome,method,round,fighter1_height,fighter1_curr_weight,fighter1_dob,fighter1_reach,fighter1_stance,fighter1_sig_strikes_landed_pm,fighter1_sig_strikes_accuracy,fighter1_sig_strikes_absorbed_pm,fighter1_sig_strikes_defended,fighter1_takedown_avg_per15m,fighter1_takedown_accuracy,fighter1_takedown_defence,fighter1_submission_avg_attempted_per15m,fighter2_height,fighter2_curr_weight,fighter2_dob,fighter2_reach,fighter2_stance,fighter2_sig_strikes_landed_pm,fighter2_sig_strikes_accuracy,fighter2_sig_strikes_absorbed_pm,fighter2_sig_strikes_defended,fighter2_takedown_avg_per15m,fighter2_takedown_accuracy,fighter2_takedown_defence,fighter2_submission_avg_attempted_per15m,events_extract_ts,odds_extract_ts,fighter_extract_ts
5907,2010-08-28,UFC 118: Edgar vs Penn 2,Lightweight,Frankie Edgar,BJ Penn,,,,,fighter1,U-DEC,5,167.64000000000001,61.23492,1981-10-16,172.72,Orthodox,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,175.26,70.30676,1978-12-13,177.8,Orthodox,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5908,2010-08-28,UFC 118: Edgar vs Penn 2,Heavyweight,Randy Couture,James Toney,,,,,fighter1,SUB              Arm Triangle,1,185.42000000000002,92.98636,1963-06-22,190.5,Orthodox,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,175.26,99.79024,1968-08-24,,Orthodox,0.0,0.0,2.41,0.27,0.0,0.0,0.0,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5909,2010-08-28,UFC 118: Edgar vs Penn 2,Middleweight,Demian Maia,Mario Miranda,,,,,fighter1,U-DEC,3,185.42000000000002,77.11064,1977-11-06,182.88,Southpaw,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0,190.5,83.91452,1979-07-12,187.96,Orthodox,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5910,2010-08-28,UFC 118: Edgar vs Penn 2,Lightweight,Gray Maynard,Kenny Florian,,,,,fighter1,U-DEC,3,175.26,70.30676,1979-05-09,177.8,Orthodox,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,177.8,65.77083999999999,1976-05-26,187.96,Southpaw,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5911,2010-08-28,UFC 118: Edgar vs Penn 2,Welterweight,Nate Diaz,Marcus Davis,,,,,fighter1,SUB              Guillotine Choke,3,182.88,77.11064,1985-04-16,193.04,Southpaw,4.57,0.45,3.77,0.52,1.05,0.3,0.41,1.3,177.8,77.11064,1973-08-24,177.8,Southpaw,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5912,2010-08-28,UFC 118: Edgar vs Penn 2,Lightweight,Joe Lauzon,Gabe Ruediger,,,,,fighter1,SUB              Armbar,1,177.8,70.30676,1984-05-22,180.34,Orthodox,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,177.8,70.30676,1977-08-29,,Orthodox,1.7,0.31,5.16,0.41,2.04,0.11,0.28,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5913,2010-08-28,UFC 118: Edgar vs Penn 2,Lightweight,Nik Lentz,Andre Winner,,,,,fighter1,U-DEC,3,172.72,65.77083999999999,1984-08-13,172.72,Orthodox,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,180.34,70.30676,1981-11-09,185.42000000000002,Orthodox,2.52,0.33,4.57,0.51,0.0,0.0,0.74,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5914,2010-08-28,UFC 118: Edgar vs Penn 2,Middleweight,Dan Miller,John Salter,,,,,fighter1,SUB              Guillotine Choke,2,185.42000000000002,83.91452,1981-06-30,187.96,Orthodox,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,185.42000000000002,83.91452,1985-03-21,187.96,Southpaw,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5915,2010-08-28,UFC 118: Edgar vs Penn 2,Welterweight,Greg Soto,Nick Osipczak,,,,,fighter1,U-DEC,3,180.34,77.11064,1986-06-03,185.42000000000002,Orthodox,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0,187.96,77.11064,1984-12-30,193.04,Orthodox,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5916,2010-08-28,UFC 118: Edgar vs Penn 2,Welterweight,Mike Pierce,Amilcar Alves,,,,,fighter1,SUB              Armbar,3,172.72,77.11064,1980-09-01,180.34,Orthodox,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,182.88,77.11064,1988-08-08,,Southpaw,0.5,0.46,2.02,0.3,0.0,0.0,0.53,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5917,2010-08-07,UFC 117: Silva vs Sonnen,Middleweight,Anderson Silva,Chael Sonnen,,,,,fighter1,SUB              Triangle Armbar,5,187.96,83.91452,1975-04-14,195.58,Southpaw,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,185.42000000000002,92.98636,1977-04-03,185.42000000000002,Southpaw,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5918,2010-08-07,UFC 117: Silva vs Sonnen,Welterweight,Jon Fitch,Thiago Alves,,,,,fighter1,U-DEC,3,182.88,77.11064,1978-02-24,187.96,Orthodox,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,175.26,77.11064,1983-10-03,177.8,Orthodox,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5919,2010-08-07,UFC 117: Silva vs Sonnen,Lightweight,Clay Guida,Rafael Dos Anjos,,,,,fighter1,SUB              Injury,3,170.18,70.30676,1981-12-08,177.8,Orthodox,2.63,0.33,3.01,0.61,3.16,0.36,0.69,0.6,172.72,77.11064,1984-10-26,177.8,Southpaw,3.52,0.47,3.19,0.6,2.01,0.35,0.56,0.6,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5920,2010-08-07,UFC 117: Silva vs Sonnen,Welterweight,Matt Hughes,Ricardo Almeida,,,,,fighter1,SUB              Schultz Front Headlock,1,175.26,77.11064,1973-10-13,185.42000000000002,Switch,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,182.88,77.11064,1976-11-29,187.96,Orthodox,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5921,2010-08-07,UFC 117: Silva vs Sonnen,Heavyweight,Junior Dos Santos,Roy Nelson,,,,,fighter1,U-DEC,3,193.04,107.954896,1984-01-30,195.58,Orthodox,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,182.88,119.294696,1976-06-20,185.42000000000002,Orthodox,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5922,2010-08-07,UFC 117: Silva vs Sonnen,Welterweight,Rick Story,Dustin Hazelett,,,,,fighter1,KO/TKO              Punches,2,175.26,77.11064,1984-08-28,180.34,Southpaw,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,185.42000000000002,77.11064,1986-04-29,193.04,Orthodox,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5923,2010-08-07,UFC 117: Silva vs Sonnen,Light Heavyweight,Phil Davis,Rodney Wallace,,,,,fighter1,U-DEC,3,187.96,92.98636,1984-09-25,200.66,Orthodox,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,175.26,92.98636,1981-11-21,182.88,Switch,1.13,0.46,3.44,0.45,6.0,0.54,0.28,1.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5924,2010-08-07,UFC 117: Silva vs Sonnen,Welterweight,Johny Hendricks,Charlie Brenneman,,,,,fighter1,KO/TKO              Punches,2,175.26,83.91452,1983-09-12,175.26,Southpaw,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,177.8,70.30676,1981-02-09,177.8,Orthodox,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5925,2010-08-07,UFC 117: Silva vs Sonnen,Light Heavyweight,Tim Boetsch,Todd Brown,,,,,fighter1,U-DEC,3,182.88,83.91452,1981-01-28,187.96,Orthodox,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,180.34,92.98636,1976-12-13,,Orthodox,2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5926,2010-08-07,UFC 117: Silva vs Sonnen,Heavyweight,Stefan Struve,Christian Morecraft,,,,,fighter1,KO/TKO              Punch,2,210.82,120.20188,1988-02-18,213.36,Orthodox,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,198.12,117.93392,1986-09-08,205.74,Orthodox,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5927,2010-08-07,UFC 117: Silva vs Sonnen,Welterweight,Dennis Hallman,Ben Saunders,,,,,fighter1,U-DEC,3,175.26,70.30676,1975-12-02,182.88,Orthodox,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,187.96,77.11064,1983-04-13,195.58,Orthodox,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5928,2010-08-01,UFC Live: Jones vs Matyushenko,Light Heavyweight,Jon Jones,Vladimir Matyushenko,,,,,fighter1,KO/TKO              Elbows,1,193.04,112.490816,1987-07-19,213.36,Orthodox,4.29,0.57,2.22,0.64,1.93,0.45,0.95,0.5,182.88,92.98636,1971-01-04,187.96,Orthodox,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5929,2010-08-01,UFC Live: Jones vs Matyushenko,Middleweight,Yushin Okami,Mark Munoz,,,,,fighter1,S-DEC,3,187.96,77.11064,1981-07-21,190.5,Southpaw,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,182.88,83.91452,1978-02-09,180.34,Orthodox,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5930,2010-08-01,UFC Live: Jones vs Matyushenko,Welterweight,Jake Ellenberger,John Howard,,,,,fighter1,KO/TKO,3,175.26,77.11064,1985-03-28,180.34,Orthodox,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,170.18,77.11064,1983-03-01,182.88,Orthodox,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5931,2010-08-01,UFC Live: Jones vs Matyushenko,Lightweight,Takanori Gomi,Tyson Griffin,,,,,fighter1,KO/TKO              Punch,1,170.18,70.30676,1978-09-22,177.8,Southpaw,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,167.64000000000001,65.77083999999999,1984-04-20,172.72,Orthodox,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5932,2010-08-01,UFC Live: Jones vs Matyushenko,Lightweight,Jacob Volkmann,Paul Kelly,,,,,fighter1,U-DEC,3,175.26,70.30676,1980-09-05,180.34,Southpaw,1.19,0.34,1.78,0.52,3.19,0.48,0.52,2.0,175.26,70.30676,1984-09-12,177.8,Orthodox,3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5933,2010-08-01,UFC Live: Jones vs Matyushenko,Welterweight,Matthew Riddle,DaMarques Johnson,,,,,fighter1,KO/TKO              Punches,2,185.42000000000002,77.11064,1986-01-14,193.04,Southpaw,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,185.42000000000002,77.11064,1982-06-28,190.5,Orthodox,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5934,2010-08-01,UFC Live: Jones vs Matyushenko,Light Heavyweight,Igor Pokrajac,James Irvin,,,,,fighter1,SUB              Rear Naked Choke,1,182.88,92.98636,1979-01-02,187.96,Orthodox,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,187.96,92.98636,1978-09-12,190.5,Orthodox,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5935,2010-08-01,UFC Live: Jones vs Matyushenko,Middleweight,Brian Stann,Mike Massenzio,,,,,fighter1,SUB              Triangle Choke,3,185.42000000000002,92.98636,1980-09-24,187.96,Orthodox,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,187.96,83.91452,1982-11-01,185.42000000000002,Southpaw,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5936,2010-08-01,UFC Live: Jones vs Matyushenko,Lightweight,Charles Oliveira,Darren Elkins,,,,,fighter1,SUB              Triangle Armbar,1,177.8,70.30676,1989-10-17,187.96,Orthodox,3.54,0.53,3.19,0.51,2.32,0.4,0.55,2.7,177.8,65.77083999999999,1984-05-16,180.34,Orthodox,3.53,0.38,3.35,0.51,2.73,0.34,0.58,1.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5937,2010-08-01,UFC Live: Jones vs Matyushenko,Middleweight,Rob Kimmons,Steve Steinbeiss,,,,,fighter1,U-DEC,3,177.8,83.91452,1981-01-30,185.42000000000002,Orthodox,1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4,190.5,83.91452,1981-05-05,190.5,Orthodox,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5938,2010-07-03,UFC 116: Lesnar vs Carwin,Heavyweight,Brock Lesnar,Shane Carwin,,,,,fighter1,SUB              Arm Triangle,2,190.5,120.20188,1977-07-12,205.74,Orthodox,3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5,187.96,120.20188,1975-01-04,203.2,Orthodox,4.38,0.47,3.53,0.53,1.42,0.33,0.42,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5939,2010-07-03,UFC 116: Lesnar vs Carwin,Middleweight,Chris Leben,Yoshihiro Akiyama,,,,,fighter1,SUB              Triangle Choke,3,180.34,83.91452,1980-07-21,185.42000000000002,Southpaw,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,177.8,77.11064,1975-07-29,190.5,Orthodox,3.1,0.41,3.62,0.57,2.29,0.67,0.92,1.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5940,2010-07-03,UFC 116: Lesnar vs Carwin,Welterweight,Chris Lytle,Matt Brown,,,,,fighter1,SUB              Armbar,2,180.34,77.11064,1974-08-18,172.72,Orthodox,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,182.88,77.11064,1981-01-10,190.5,Orthodox,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5941,2010-07-03,UFC 116: Lesnar vs Carwin,Light Heavyweight,Stephan Bonnar,Krzysztof Soszynski,,,,,fighter1,KO/TKO              Punches,2,193.04,92.98636,1977-04-04,200.66,Orthodox,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,185.42000000000002,92.98636,1977-08-02,195.58,OpenStance,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5942,2010-07-03,UFC 116: Lesnar vs Carwin,Lightweight,George Sotiropoulos,Kurt Pellegrino,,,,,fighter1,U-DEC,3,177.8,70.30676,1977-07-09,180.34,Orthodox,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,172.72,70.30676,1979-05-07,177.8,Orthodox,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5943,2010-07-03,UFC 116: Lesnar vs Carwin,Heavyweight,Brendan Schaub,Chris Tuchscherer,,,,,fighter1,KO/TKO              Punch,1,193.04,111.13004,1983-03-18,198.12,Orthodox,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,187.96,117.026736,1975-09-08,193.04,Orthodox,1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5944,2010-07-03,UFC 116: Lesnar vs Carwin,Light Heavyweight,Ricardo Romero,Seth Petruzelli,,,,,fighter1,SUB              Armbar,2,182.88,92.98636,1978-04-15,193.04,Orthodox,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3,182.88,92.98636,1979-12-03,193.04,Orthodox,2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5945,2010-07-03,UFC 116: Lesnar vs Carwin,Middleweight,Kendall Grove,Goran Reljic,,,,,fighter1,S-DEC,3,198.12,83.91452,1982-11-12,200.66,Orthodox,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,190.5,92.98636,1984-03-20,205.74,Southpaw,1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5946,2010-07-03,UFC 116: Lesnar vs Carwin,Middleweight,Gerald Harris,David Branch,,,,,fighter1,KO/TKO              Slam,3,180.34,83.91452,1979-11-19,195.58,Southpaw,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0.0,185.42000000000002,83.91452,1981-09-26,198.12,Orthodox,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5947,2010-07-03,UFC 116: Lesnar vs Carwin,Welterweight,Daniel Roberts,Forrest Petz,,,,,fighter1,S-DEC,3,177.8,77.11064,1980-08-05,187.96,Southpaw,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,175.26,77.11064,1975-09-22,180.34,Orthodox,2.27,0.29,2.2,0.57,1.3,1.0,0.66,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5948,2010-07-03,UFC 116: Lesnar vs Carwin,Heavyweight,Jon Madsen,Karlos Vemola,,,,,fighter1,U-DEC,3,182.88,108.86207999999999,1980-02-12,182.88,Orthodox,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0.0,182.88,83.91452,1985-07-03,190.5,Orthodox,1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5949,2010-06-19,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Middleweight,Court McGee,Kris McCray,,,,,fighter1,SUB              Rear Naked Choke,2,180.34,77.11064,1984-12-12,190.5,Orthodox,4.63,0.37,3.68,0.6,1.89,0.25,0.69,0.4,182.88,77.11064,1981-09-24,193.04,Orthodox,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5950,2010-06-19,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Light Heavyweight,Matt Hamill,Keith Jardine,,,,,fighter1,M-DEC,3,185.42000000000002,92.98636,1976-10-05,193.04,Orthodox,3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0,187.96,83.91452,1975-10-31,193.04,Orthodox,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5951,2010-06-19,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Middleweight,Chris Leben,Aaron Simpson,,,,,fighter1,KO/TKO              Punches,2,180.34,83.91452,1980-07-21,185.42000000000002,Southpaw,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,182.88,77.11064,1974-07-20,185.42000000000002,Orthodox,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5952,2010-06-19,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Lightweight,Dennis Siver,Spencer Fisher,,,,,fighter1,U-DEC,3,167.64000000000001,65.77083999999999,1979-01-13,177.8,Orthodox,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,170.18,70.30676,1976-05-09,172.72,Southpaw,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5953,2010-06-19,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Middleweight,Rich Attonito,Jamie Yager,,,,,fighter1,KO/TKO              Punches,2,177.8,77.11064,1977-06-16,182.88,Orthodox,2.28,0.47,2.13,0.59,0.74,0.37,0.75,0.0,185.42000000000002,83.91452,1983-11-29,,Orthodox,3.08,0.39,2.55,0.63,0.0,0.0,0.66,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5954,2010-06-19,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Lightweight,John Gunderson,Mark Holst,,,,,fighter1,U-DEC,3,175.26,70.30676,1979-01-05,175.26,Orthodox,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0,182.88,70.30676,1985-08-14,,Orthodox,0.25,0.19,1.67,0.47,0.76,1.0,0.6,2.3,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5955,2010-06-19,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Middleweight,Brad Tavares,Seth Baczynski,,,,,fighter1,U-DEC,3,185.42000000000002,83.91452,1987-12-21,187.96,Orthodox,3.38,0.43,3.03,0.56,0.81,0.26,0.82,0.0,190.5,77.11064,1981-10-26,190.5,Orthodox,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5956,2010-06-19,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Middleweight,Kyle Noke,Josh Bryant,,,,,fighter1,KO/TKO              Punches,2,185.42000000000002,77.11064,1980-03-18,193.04,Southpaw,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,177.8,83.91452,1980-04-23,,Orthodox,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5957,2010-06-19,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Middleweight,Chris Camozzi,James Hammortree,,,,,fighter1,U-DEC,3,187.96,83.91452,1986-11-20,190.5,Orthodox,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,190.5,83.91452,1983-11-29,,Orthodox,1.93,0.3,4.13,0.44,2.0,0.5,1.0,1.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5958,2010-06-19,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Heavyweight,Travis Browne,James McSweeney,,,,,fighter1,KO/TKO              Punches,1,198.12,115.66596,1982-07-17,200.66,Orthodox,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,193.04,104.32616,1980-10-24,195.58,Switch,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5959,2010-06-12,UFC 115: Liddell vs Franklin,Light Heavyweight,Rich Franklin,Chuck Liddell,,,,,fighter1,KO/TKO              Punch,1,185.42000000000002,83.91452,1974-10-05,193.04,Southpaw,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,187.96,92.98636,1969-12-17,193.04,Orthodox,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5960,2010-06-12,UFC 115: Liddell vs Franklin,Heavyweight,Mirko Filipovic,Pat Barry,,,,,fighter1,SUB              Rear Naked Choke,3,187.96,104.32616,1974-09-10,185.42000000000002,Southpaw,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,180.34,106.59412,1979-07-07,187.96,Orthodox,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5961,2010-06-12,UFC 115: Liddell vs Franklin,Welterweight,Martin Kampmann,Paulo Thiago,,,,,fighter1,U-DEC,3,182.88,77.11064,1982-04-17,182.88,Orthodox,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,180.34,77.11064,1981-01-25,187.96,Orthodox,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5962,2010-06-12,UFC 115: Liddell vs Franklin,Heavyweight,Ben Rothwell,Gilbert Yvel,,,,,fighter1,U-DEC,3,193.04,120.20188,1981-10-17,198.12,Orthodox,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,187.96,102.0582,1976-06-30,195.58,Orthodox,1.05,0.47,1.78,0.5,0.0,0.0,0.25,1.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5963,2010-06-12,UFC 115: Liddell vs Franklin,Welterweight,Carlos Condit,Rory MacDonald,,,,,fighter1,KO/TKO              Punches,3,187.96,77.11064,1984-04-26,190.5,Orthodox,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0,182.88,77.11064,1989-07-22,193.04,Orthodox,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5964,2010-06-12,UFC 115: Liddell vs Franklin,Lightweight,Evan Dunham,Tyson Griffin,,,,,fighter1,S-DEC,3,177.8,70.30676,1981-12-18,177.8,Southpaw,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,167.64000000000001,65.77083999999999,1984-04-20,172.72,Orthodox,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5965,2010-06-12,UFC 115: Liddell vs Franklin,Lightweight,Matt Wiman,Mac Danzig,,,,,fighter1,SUB              Guillotine Choke,1,177.8,70.30676,1983-09-19,172.72,Orthodox,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5,172.72,70.30676,1980-01-02,177.8,Orthodox,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
5966,2010-06-12,UFC 115: Liddell vs Franklin,Middleweight,Mario Miranda,David Loiseau,,,,,fighter1,KO/TKO              Elbows,2,190.5,83.91452,1979-07-12,187.96,Orthodox,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0,182.88,83.91452,1979-12-17,193.04,Orthodox,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
